employee_id,age,gender,department,salary_usd,years_experience,satisfaction_score,performance_rating,overtime,remote_work,num_projects,training_hours,education_level,attrition
EMP02355,23.0,Female,Finance,57533.75,36.0,4.3,Medium,Yes,Hybrid,7.0,79.0,nan,0
EMP02356,24.0,Prefer not to say,SALES,115310.59,30.0,2.11,Medium,Yes,On-site,6.0,23.0,Master's,0
EMP02357,47.0,Female,Marketing,62019.05,12.0,3.66,High,No,Hybrid,5.0,0.0,Bachelor's,0
EMP02358,63.0,Female,Marketing,62312.69,25.0,2.92,Medium,No,Hybrid,2.0,95.0,High School,1
EMP02359,44.0,Male,Sales,87219.66,10.0,4.68,High,Yes,Full Remote,6.0,29.0,Bachelor's,0
EMP02360,53.0,Female,Marketing,52731.64,16.0,4.62,Low,No,Full Remote,7.0,16.0,PhD,0
EMP02361,,Female,Engineering,34969.03,35.0,3.19,High,No,Full Remote,9.0,63.0,High School,0
EMP02362,37.0,Non-binary,HR,67099.45,34.0,4.66,Medium,No,On-site,1.0,68.0,nan,1
EMP02363,36.0,Male,engineering,67954.86,30.0,3.58,High,No,On-site,2.0,54.0,Bachelor's,0
EMP02364,60.0,Female,HR,62907.51,19.0,1.55,High,Yes,Hybrid,7.0,23.0,nan,0
EMP02365,33.0,Female,Finance,39585.35,1.0,2.72,Excellent,,Full Remote,7.0,47.0,Master's,0
EMP02366,51.0,Female,SALES,79235.39,37.0,2.9,Medium,No,Hybrid,7.0,81.0,Associate,0
EMP02367,32.0,Male,Sales,62296.4,0.0,2.55,Medium,Yes,Hybrid,4.0,84.0,Master's,1
EMP02368,57.0,Female,Sales,60089.09,11.0,3.39,High,Yes,Hybrid,1.0,66.0,Master's,1
EMP02369,28.0,Female,Engineering,86626.85,22.0,2.62,Medium,No,Hybrid,9.0,69.0,Bachelor's,0
EMP02370,44.0,Male,HR,92353.27,23.0,1.08,Medium,No,Hybrid,7.0,14.0,Bachelor's,1
EMP02371,53.0,Non-binary,Finance,79864.71,29.0,2.11,Medium,No,Full Remote,7.0,93.0,Associate,1
EMP02372,61.0,Male,Engineering,64319.82,34.0,3.7,Medium,Yes,Hybrid,8.0,,Bachelor's,1
EMP02373,25.0,Male,Finance,69581.77,38.0,3.96,Medium,no,Hybrid,3.0,32.0,Bachelor's,1
EMP02374,42.0,Male,Sales,58109.52,32.0,1.93,nan,Yes,Hybrid,9.0,11.0,Bachelor's,0
EMP02375,59.0,Male,Marketing,75931.91,36.0,2.45,Medium,No,nan,4.0,24.0,nan,0
EMP02376,24.0,Female,engineering,104086.72,2.0,3.83,Low,yes,Full Remote,8.0,48.0,Bachelor's,0
EMP02377,59.0,Male,Sales,98690.22,1.0,2.41,High,Yes,On-site,1.0,64.0,Master's,0
EMP02378,23.0,Male,Finance,65131.82,7.0,3.44,High,Yes,Full Remote,4.0,32.0,Bachelor's,1
EMP02379,62.0,Female,Marketing,83971.21,4.0,3.59,High,Yes,On-site,6.0,89.0,Bachelor's,0
EMP02380,56.0,Male,engineering,42509.33,7.0,2.61,Medium,Yes,Hybrid,7.0,54.0,Bachelor's,0
EMP02381,53.0,Female,Engineering,50264.96,21.0,2.52,Excellent,yes,On-site,8.0,99.0,nan,0
EMP02382,61.0,Female,Finance,75910.35,4.0,3.64,High,No,On-site,7.0,34.0,High School,0
EMP02383,,Female,Sales,40572.08,35.0,4.75,Medium,Yes,Hybrid,4.0,5.0,Bachelor's,0
EMP02384,44.0,Female,Engineering,21670.77,1.0,4.51,nan,No,On-site,1.0,29.0,Bachelor's,0
EMP02385,63.0,Female,SALES,72936.04,7.0,2.41,Excellent,No,Full Remote,1.0,46.0,High School,0
EMP02386,60.0,Prefer not to say,Finance,43543.07,12.0,2.18,Medium,Yes,nan,4.0,11.0,Bachelor's,0
EMP02387,25.0,Male,Sales,75330.52,12.0,2.39,Excellent,,Hybrid,7.0,1.0,Master's,0
EMP02388,59.0,Male,Engineering,70620.64,25.0,4.13,High,Yes,On-site,3.0,59.0,Bachelor's,0
EMP02389,28.0,Male,SALES,36762.58,1.0,2.5,Excellent,Yes,Full Remote,8.0,79.0,High School,0
EMP02390,37.0,Male,Finance,71863.86,12.0,4.06,High,Yes,On-site,6.0,79.0,Bachelor's,0
EMP02391,55.0,Female,Marketing,75754.3,31.0,1.05,Medium,Yes,nan,5.0,5.0,Associate,0
EMP02392,53.0,Female,Sales,48194.26,21.0,3.68,High,yes,Hybrid,2.0,67.0,Bachelor's,0
EMP02393,52.0,Prefer not to say,Engineering,34301.29,3.0,1.76,Low,no,On-site,7.0,38.0,Master's,0
EMP02394,32.0,Prefer not to say,Marketing,74914.81,37.0,3.0,Medium,no,Full Remote,1.0,34.0,nan,1
EMP02395,25.0,Male,SALES,75287.78,0.0,3.68,Excellent,Yes,Hybrid,2.0,97.0,Master's,0
EMP02396,34.0,Female,,64513.02,2.0,1.49,High,No,On-site,9.0,12.0,Bachelor's,1
EMP02397,28.0,Female,Engineering,114092.29,33.0,2.01,High,Yes,On-site,6.0,43.0,Master's,0
EMP02398,58.0,Female,Sales,73356.62,10.0,2.87,Medium,Yes,Hybrid,2.0,93.0,Bachelor's,0
EMP02399,36.0,Male,HR,84562.83,5.0,2.59,Medium,No,Hybrid,2.0,19.0,High School,0
EMP02400,45.0,Male,Marketing,77858.46,16.0,4.56,Excellent,No,On-site,7.0,12.0,Master's,0
EMP02401,46.0,Female,engineering,58495.53,18.0,4.11,High,no,On-site,5.0,14.0,PhD,0
EMP02402,57.0,Female,Engineering,67274.67,5.0,3.15,Low,no,Hybrid,4.0,49.0,Master's,0
EMP02403,,Female,Engineering,43979.86,9.0,3.38,High,no,Full Remote,1.0,6.0,Bachelor's,0
EMP02404,39.0,Female,Marketing,87233.53,9.0,4.88,Low,No,Hybrid,3.0,51.0,Bachelor's,0
EMP02405,40.0,Female,Engineering,63920.53,9.0,4.06,Medium,No,Hybrid,2.0,11.0,High School,0
EMP02406,44.0,Male,Marketing,50431.86,32.0,1.89,Excellent,No,On-site,2.0,7.0,Master's,1
EMP02407,49.0,,Marketing,37096.03,1.0,1.87,Medium,Yes,Hybrid,1.0,23.0,Master's,0
EMP02408,41.0,Prefer not to say,Marketing,41504.87,18.0,3.04,High,no,Full Remote,2.0,17.0,Bachelor's,0
EMP02409,36.0,Female,SALES,50641.77,17.0,2.82,Medium,No,Hybrid,4.0,82.0,Master's,1
EMP02410,62.0,Female,Finance,63743.74,26.0,3.09,Medium,No,Hybrid,2.0,68.0,PhD,0
EMP02411,48.0,Male,Finance,44478.65,36.0,4.39,Medium,No,nan,7.0,29.0,Master's,0
EMP02412,25.0,Male,Marketing,77274.29,7.0,3.21,Low,Yes,On-site,9.0,75.0,Bachelor's,1
EMP02413,31.0,Male,Engineering,74962.25,5.0,1.84,Excellent,Yes,Hybrid,2.0,31.0,Bachelor's,0
EMP02414,22.0,Male,Sales,63013.91,14.0,4.83,Medium,Yes,Hybrid,1.0,88.0,Bachelor's,0
EMP02415,58.0,Male,Engineering,119382.92,6.0,4.36,nan,,On-site,1.0,54.0,Bachelor's,0
EMP02416,39.0,Male,Finance,100699.17,16.0,1.87,Medium,Yes,On-site,5.0,19.0,Bachelor's,1
EMP02417,37.0,Female,Finance,68303.11,22.0,4.81,High,Yes,On-site,4.0,57.0,Master's,0
EMP02418,29.0,Female,HR,71568.08,,4.5,High,yes,Full Remote,9.0,84.0,Bachelor's,0
EMP02419,54.0,Female,Finance,72750.34,30.0,1.62,High,No,Full Remote,2.0,79.0,Bachelor's,0
EMP02420,39.0,Male,HR,56945.59,13.0,2.74,Medium,Yes,nan,4.0,99.0,PhD,0
EMP02421,55.0,Female,,19862.72,13.0,4.66,High,yes,Hybrid,4.0,49.0,Bachelor's,0
EMP02422,41.0,Non-binary,Finance,100141.45,27.0,1.29,Excellent,Yes,On-site,6.0,48.0,PhD,0
EMP02423,64.0,Non-binary,Sales,70598.11,2.0,4.15,Medium,Yes,On-site,8.0,79.0,Master's,0
EMP02424,52.0,Male,Finance,64063.18,9.0,4.54,Medium,No,Hybrid,4.0,36.0,Associate,0
EMP02425,36.0,Male,HR,43346.91,34.0,,High,Yes,Full Remote,3.0,59.0,High School,1
EMP02426,45.0,,engineering,85435.98,23.0,4.38,High,Yes,Hybrid,1.0,52.0,Bachelor's,0
EMP02427,49.0,Male,Marketing,65627.42,8.0,1.44,High,,Hybrid,6.0,37.0,Master's,0
EMP02428,33.0,Female,engineering,99103.07,26.0,1.79,High,No,Full Remote,1.0,13.0,High School,0
EMP02429,33.0,Female,Engineering,57063.48,1.0,4.14,Excellent,No,On-site,4.0,59.0,Master's,0
EMP02430,,Female,Sales,63231.22,36.0,4.67,Medium,,Hybrid,3.0,1.0,Bachelor's,0
EMP02431,54.0,Female,Sales,106237.08,38.0,4.81,High,yes,On-site,4.0,16.0,Bachelor's,0
EMP02432,,Male,Sales,87334.53,18.0,1.57,Medium,yes,On-site,2.0,87.0,PhD,0
EMP02433,56.0,Female,Sales,49417.15,14.0,3.07,Excellent,No,Full Remote,1.0,14.0,Bachelor's,0
EMP02434,62.0,Male,Sales,62908.57,9.0,1.64,High,Yes,On-site,9.0,24.0,Master's,0
EMP02435,45.0,,Marketing,73240.95,32.0,1.07,Excellent,No,On-site,5.0,86.0,Bachelor's,1
EMP02436,58.0,Male,Finance,67519.78,27.0,1.66,Medium,no,Full Remote,2.0,2.0,Master's,0
EMP02437,34.0,Male,SALES,37374.8,28.0,3.26,High,,Hybrid,2.0,1.0,Bachelor's,0
EMP02438,41.0,Female,Marketing,95772.71,10.0,1.12,High,no,On-site,5.0,87.0,Master's,0
EMP02439,36.0,Male,,83354.05,17.0,3.14,High,Yes,On-site,4.0,99.0,Bachelor's,1
EMP02440,51.0,Prefer not to say,Marketing,26979.49,27.0,4.65,High,No,nan,7.0,7.0,Master's,0
EMP02441,38.0,Male,Sales,64289.21,17.0,2.31,Medium,Yes,Hybrid,8.0,63.0,Bachelor's,0
EMP02442,43.0,Female,Sales,76919.63,24.0,2.95,Medium,No,Full Remote,6.0,4.0,PhD,0
EMP02443,47.0,Female,Sales,61520.98,13.0,3.97,High,Yes,Hybrid,1.0,43.0,High School,0
EMP02444,34.0,Female,,89116.6,8.0,3.34,Excellent,Yes,Hybrid,3.0,46.0,Bachelor's,0
EMP02445,35.0,Female,engineering,62131.18,23.0,1.48,Medium,Yes,Hybrid,7.0,12.0,High School,0
EMP02446,38.0,Female,Engineering,48213.95,19.0,1.86,Excellent,,Full Remote,3.0,78.0,Bachelor's,0
EMP02447,62.0,Female,Engineering,99220.52,32.0,4.44,Excellent,No,On-site,1.0,1.0,Bachelor's,0
EMP02448,33.0,Male,engineering,54635.53,12.0,2.91,Medium,,On-site,7.0,1.0,Bachelor's,0
EMP02449,31.0,Male,engineering,56874.84,12.0,4.8,High,yes,Hybrid,1.0,73.0,Bachelor's,0
EMP02450,42.0,Male,Marketing,44486.04,15.0,1.46,Low,yes,Hybrid,2.0,76.0,Bachelor's,0
EMP02451,39.0,Male,Engineering,69443.1,3.0,1.33,Excellent,yes,Hybrid,3.0,57.0,Associate,0
EMP02452,26.0,Prefer not to say,Finance,71778.39,19.0,3.68,High,No,Full Remote,1.0,39.0,High School,1
EMP02453,50.0,,Finance,45238.76,6.0,3.22,nan,Yes,Hybrid,3.0,0.0,Master's,0
EMP02454,62.0,Female,Marketing,64227.88,38.0,2.8,Medium,Yes,Full Remote,3.0,79.0,Master's,0
EMP02455,27.0,Female,,56943.36,30.0,1.43,High,,Hybrid,8.0,73.0,Bachelor's,0
EMP02456,33.0,Female,,49243.49,20.0,,Medium,Yes,Full Remote,4.0,1.0,PhD,0
EMP02457,48.0,Female,Sales,38950.82,27.0,4.86,High,No,On-site,4.0,82.0,Master's,0
EMP02458,64.0,Male,Sales,102102.65,32.0,4.73,nan,No,Full Remote,6.0,41.0,Bachelor's,0
EMP02459,29.0,Male,Engineering,63253.5,9.0,1.88,High,Yes,Hybrid,4.0,25.0,Master's,0
EMP02460,64.0,Non-binary,Finance,24484.9,22.0,1.12,Medium,yes,Full Remote,7.0,88.0,Associate,0
EMP02461,40.0,Male,Sales,35560.71,9.0,1.45,Excellent,No,Hybrid,9.0,61.0,Bachelor's,0
EMP02462,64.0,Male,Finance,36607.73,8.0,4.31,Excellent,No,nan,7.0,65.0,Bachelor's,0
EMP02463,23.0,Female,Marketing,80188.05,27.0,1.4,Medium,No,nan,4.0,19.0,Master's,0
EMP02464,59.0,Male,Sales,52630.23,11.0,2.89,nan,Yes,Hybrid,,76.0,Bachelor's,0
EMP02465,36.0,Male,Sales,63604.23,2.0,2.13,Excellent,yes,On-site,6.0,36.0,Master's,0
EMP02466,41.0,Male,Finance,72009.25,38.0,1.02,High,Yes,Hybrid,9.0,12.0,Master's,0
EMP02467,23.0,Male,Sales,22741.21,23.0,1.19,High,no,Hybrid,5.0,41.0,Bachelor's,1
EMP02468,63.0,Non-binary,engineering,75276.31,0.0,4.18,Medium,no,Hybrid,2.0,48.0,nan,0
EMP02469,27.0,Male,engineering,58536.58,33.0,3.93,Medium,no,Hybrid,4.0,20.0,Associate,0
EMP02470,32.0,Male,Sales,53603.07,21.0,,Medium,No,Full Remote,6.0,6.0,Bachelor's,0
EMP02471,49.0,Female,Sales,47118.07,31.0,2.93,Medium,Yes,Hybrid,6.0,25.0,Master's,0
EMP02472,48.0,Male,HR,46870.42,0.0,3.43,Excellent,no,Full Remote,5.0,38.0,PhD,0
EMP02473,23.0,Female,Engineering,28801.6,29.0,1.02,Excellent,No,nan,9.0,99.0,Master's,0
EMP02474,46.0,Female,Finance,69603.84,11.0,1.92,Excellent,no,Hybrid,9.0,13.0,Bachelor's,0
EMP02475,40.0,Male,SALES,47148.35,20.0,2.37,nan,No,On-site,6.0,57.0,High School,0
EMP02476,47.0,Male,HR,41936.5,22.0,1.03,Excellent,Yes,Hybrid,9.0,11.0,Master's,0
EMP02477,24.0,Male,Engineering,64412.14,29.0,4.18,Medium,,On-site,5.0,96.0,Master's,0
EMP02478,56.0,Prefer not to say,Finance,51125.83,29.0,2.0,Excellent,Yes,nan,9.0,51.0,Master's,0
EMP02479,30.0,Male,Sales,69394.59,4.0,4.34,High,Yes,On-site,9.0,44.0,Master's,0
EMP02480,44.0,Male,Sales,70019.69,7.0,1.64,High,Yes,Hybrid,2.0,76.0,Bachelor's,0
EMP02481,25.0,Prefer not to say,Finance,104081.77,32.0,3.37,Excellent,Yes,Full Remote,3.0,24.0,Bachelor's,0
EMP02482,45.0,Male,Sales,47526.76,5.0,2.9,Medium,,Hybrid,8.0,65.0,Bachelor's,0
EMP02483,36.0,Female,Finance,70142.99,4.0,2.23,Low,,Hybrid,5.0,57.0,Bachelor's,0
EMP02484,22.0,Female,engineering,69521.33,17.0,3.77,High,no,Hybrid,7.0,29.0,Master's,1
EMP02485,46.0,Male,Marketing,79890.67,9.0,2.59,Medium,No,On-site,6.0,47.0,nan,0
EMP02486,49.0,Male,Marketing,1432.35,10.0,3.81,High,Yes,Full Remote,7.0,58.0,High School,0
EMP02487,47.0,Male,Marketing,41615.41,20.0,2.55,Excellent,No,Hybrid,1.0,45.0,Master's,0
EMP02488,34.0,Female,Sales,65464.5,18.0,1.77,Excellent,No,Full Remote,8.0,89.0,Bachelor's,0
EMP02489,32.0,Male,Sales,44503.29,27.0,1.19,High,No,Hybrid,7.0,36.0,Bachelor's,1
EMP02490,49.0,Female,engineering,75917.15,35.0,2.25,Excellent,no,Full Remote,4.0,93.0,Master's,0
EMP02491,22.0,Female,Finance,64859.96,27.0,3.07,Low,,Hybrid,6.0,2.0,Master's,0
EMP02492,27.0,Male,Finance,36174.68,5.0,3.54,Medium,no,Hybrid,3.0,77.0,Master's,0
EMP02493,44.0,Male,HR,,25.0,1.6,Medium,Yes,Full Remote,1.0,65.0,High School,0
EMP02494,48.0,Non-binary,engineering,57990.11,34.0,3.54,High,No,On-site,2.0,69.0,Master's,0
EMP02495,54.0,Non-binary,Sales,60498.9,28.0,4.36,High,,Full Remote,5.0,45.0,High School,1
EMP02496,44.0,Female,Finance,56975.31,27.0,1.36,Excellent,No,Hybrid,5.0,94.0,Bachelor's,0
EMP02497,48.0,Male,SALES,64549.05,0.0,,Low,no,On-site,4.0,25.0,nan,0
EMP02498,52.0,Non-binary,HR,75302.59,36.0,2.13,Excellent,Yes,Full Remote,8.0,48.0,Bachelor's,1
EMP02499,36.0,,engineering,72253.78,3.0,1.33,nan,,Full Remote,3.0,87.0,Bachelor's,0
EMP02500,62.0,Female,HR,82318.52,27.0,1.59,Medium,No,Hybrid,7.0,7.0,Bachelor's,0
EMP02501,27.0,Female,SALES,96124.53,2.0,1.41,Medium,no,Full Remote,6.0,89.0,High School,1
EMP02502,59.0,Prefer not to say,Marketing,60824.35,9.0,1.06,Excellent,Yes,On-site,1.0,12.0,Master's,0
EMP02503,48.0,Female,engineering,50100.65,12.0,3.24,Excellent,No,Hybrid,2.0,86.0,Bachelor's,0
EMP02504,47.0,Female,Engineering,69082.67,12.0,2.74,High,Yes,On-site,4.0,46.0,Master's,0
EMP02505,56.0,Male,engineering,103957.1,2.0,2.34,Medium,Yes,On-site,1.0,88.0,Master's,1
EMP02506,55.0,Prefer not to say,Sales,49451.76,23.0,3.57,High,Yes,On-site,8.0,64.0,Bachelor's,0
EMP02507,24.0,Female,HR,51512.9,25.0,,Medium,No,Hybrid,4.0,81.0,Bachelor's,0
EMP02508,49.0,Male,Sales,61079.57,36.0,1.31,Medium,No,Hybrid,9.0,80.0,Associate,0
EMP02509,23.0,Female,Finance,65529.68,18.0,4.54,High,No,Full Remote,2.0,54.0,High School,1
EMP02510,63.0,Male,Sales,58487.99,36.0,3.85,Excellent,Yes,Full Remote,4.0,20.0,Master's,0
EMP02511,40.0,Female,Sales,74470.83,34.0,1.46,Low,Yes,Hybrid,9.0,49.0,Bachelor's,0
EMP02512,57.0,Male,Engineering,92071.19,34.0,1.09,High,Yes,Hybrid,4.0,63.0,Bachelor's,0
EMP02513,37.0,Prefer not to say,Finance,22330.77,9.0,2.01,Low,No,Hybrid,4.0,11.0,Bachelor's,0
EMP02514,27.0,Non-binary,engineering,97161.97,4.0,3.82,Excellent,No,On-site,4.0,36.0,Bachelor's,0
EMP02515,64.0,Female,SALES,,18.0,4.19,High,No,Hybrid,9.0,27.0,Associate,0
EMP02516,39.0,Male,Engineering,32799.44,1.0,2.39,Medium,Yes,Hybrid,8.0,26.0,Bachelor's,0
EMP02517,41.0,Male,Sales,53847.85,25.0,4.91,Medium,No,On-site,5.0,82.0,Bachelor's,0
EMP02518,53.0,Male,SALES,69178.93,16.0,2.18,High,No,On-site,9.0,51.0,Master's,0
EMP02519,37.0,Non-binary,Marketing,75639.96,25.0,2.91,Medium,Yes,Hybrid,3.0,28.0,Bachelor's,0
EMP02520,34.0,Female,HR,52268.63,30.0,1.2,High,No,Hybrid,2.0,82.0,High School,0
EMP02521,51.0,Non-binary,Sales,71443.32,39.0,4.74,High,No,Full Remote,7.0,42.0,Bachelor's,0
EMP02522,48.0,Male,Engineering,79880.34,35.0,4.73,Medium,No,Full Remote,3.0,55.0,Master's,0
EMP02523,42.0,Non-binary,,61403.01,38.0,3.83,nan,yes,On-site,4.0,13.0,High School,0
EMP02524,39.0,Female,Marketing,60938.61,22.0,4.77,Medium,Yes,Hybrid,1.0,59.0,PhD,0
EMP02525,24.0,Female,Marketing,90512.27,37.0,4.39,Medium,yes,Hybrid,2.0,99.0,Master's,0
EMP02526,52.0,Male,Sales,14665.63,12.0,2.95,Excellent,no,On-site,4.0,24.0,Bachelor's,1
EMP02527,24.0,Male,engineering,66044.16,37.0,3.91,High,Yes,On-site,8.0,60.0,Master's,0
EMP02528,61.0,Male,HR,29674.77,20.0,1.8,Low,yes,Hybrid,1.0,47.0,High School,0
EMP02529,23.0,Male,Engineering,100239.62,18.0,1.46,Excellent,Yes,Hybrid,1.0,55.0,Master's,1
EMP02530,44.0,Female,HR,36573.23,38.0,3.82,Excellent,Yes,On-site,5.0,5.0,Master's,0
EMP02531,41.0,Non-binary,Sales,64545.81,10.0,3.14,High,No,On-site,3.0,15.0,Bachelor's,0
EMP02532,35.0,Prefer not to say,Sales,60555.02,38.0,1.53,Medium,no,Full Remote,2.0,46.0,Bachelor's,0
EMP02533,38.0,Male,Sales,90532.2,30.0,4.82,High,No,Full Remote,8.0,55.0,PhD,1
EMP02534,24.0,Female,Sales,39726.58,25.0,2.23,Low,Yes,Hybrid,4.0,70.0,Master's,0
EMP02535,64.0,Female,Marketing,72481.78,14.0,,High,Yes,Hybrid,1.0,69.0,Bachelor's,0
EMP02536,44.0,Female,Engineering,76888.35,7.0,2.47,Medium,yes,Hybrid,9.0,39.0,Master's,0
EMP02537,60.0,Female,engineering,61723.07,10.0,4.88,Excellent,yes,Hybrid,8.0,16.0,Bachelor's,0
EMP02538,58.0,Male,Sales,83354.61,38.0,1.64,High,No,Hybrid,5.0,84.0,Associate,0
EMP02539,43.0,Male,Sales,62297.36,25.0,3.88,Low,,nan,5.0,64.0,PhD,0
EMP02540,47.0,Female,HR,94896.11,35.0,4.94,High,no,Full Remote,3.0,7.0,Master's,0
EMP02541,26.0,Male,Engineering,91848.29,5.0,1.03,Medium,No,Full Remote,7.0,23.0,Bachelor's,0
EMP02542,52.0,Male,HR,44480.85,6.0,4.95,Medium,no,Hybrid,2.0,30.0,Master's,0
EMP02543,53.0,Male,,24806.22,3.0,4.7,Excellent,No,Full Remote,1.0,5.0,High School,1
EMP02544,30.0,Prefer not to say,Marketing,77689.53,19.0,4.35,Medium,Yes,Hybrid,4.0,3.0,High School,0
EMP02545,27.0,Male,HR,50414.49,22.0,2.63,High,Yes,Full Remote,5.0,86.0,Associate,0
EMP02546,48.0,Female,Engineering,53940.48,27.0,4.76,Medium,No,Full Remote,5.0,30.0,High School,0
EMP02547,50.0,Male,Finance,84989.37,37.0,3.2,nan,No,Full Remote,5.0,99.0,Bachelor's,0
EMP02548,45.0,Female,Sales,78995.29,0.0,1.66,High,,Full Remote,1.0,23.0,Bachelor's,0
EMP02549,33.0,Non-binary,HR,85954.7,2.0,1.51,High,Yes,Full Remote,9.0,77.0,Master's,0
EMP02550,30.0,Male,Finance,48468.23,21.0,2.07,Low,Yes,Full Remote,8.0,84.0,Bachelor's,0
EMP02551,42.0,Male,Engineering,53372.18,12.0,4.73,High,yes,On-site,,36.0,Bachelor's,0
EMP02552,40.0,Female,Finance,98282.2,2.0,1.21,High,No,On-site,5.0,50.0,Bachelor's,0
EMP02553,47.0,Male,,41936.13,10.0,3.58,High,No,Full Remote,3.0,45.0,Bachelor's,0
EMP02554,39.0,Male,Sales,59185.39,29.0,1.34,Excellent,No,Hybrid,2.0,96.0,Master's,0
EMP02555,54.0,Male,Sales,91673.04,16.0,3.39,Excellent,yes,On-site,1.0,79.0,High School,1
EMP02556,23.0,Male,Finance,52916.02,6.0,3.4,High,No,Hybrid,5.0,72.0,Bachelor's,0
EMP02557,31.0,Non-binary,Marketing,41436.11,35.0,2.05,Excellent,No,Hybrid,1.0,45.0,Master's,0
EMP02558,54.0,,Marketing,48863.42,12.0,2.07,Low,No,On-site,8.0,44.0,PhD,0
EMP02559,39.0,Male,Sales,36408.82,19.0,3.7,Excellent,,On-site,7.0,92.0,High School,0
EMP02560,23.0,Female,Marketing,67592.55,5.0,4.4,High,No,Full Remote,1.0,3.0,nan,0
EMP02561,42.0,Female,Marketing,91101.08,39.0,1.48,High,Yes,Full Remote,3.0,42.0,Master's,0
EMP02562,47.0,Male,SALES,70440.31,11.0,,Excellent,No,On-site,3.0,95.0,Bachelor's,1
EMP02563,31.0,Male,engineering,71000.47,0.0,1.16,Excellent,No,Full Remote,1.0,95.0,Master's,0
EMP02564,47.0,Male,Engineering,72117.81,37.0,2.22,High,No,On-site,7.0,47.0,High School,0
EMP02565,41.0,Female,Sales,108688.06,3.0,3.59,Medium,yes,Full Remote,9.0,0.0,PhD,0
EMP02566,38.0,Male,,,36.0,4.04,Medium,No,On-site,8.0,61.0,High School,0
EMP02567,23.0,Female,Finance,79405.41,14.0,1.76,High,No,Full Remote,8.0,84.0,High School,0
EMP02568,38.0,Male,HR,48969.11,22.0,-1.0,Excellent,Yes,On-site,8.0,2.0,PhD,0
EMP02569,45.0,Male,Finance,32857.8,9.0,3.6,Excellent,no,Hybrid,4.0,69.0,Bachelor's,0
EMP02570,32.0,Male,engineering,55043.16,17.0,1.26,Excellent,No,Hybrid,9.0,60.0,Master's,0
EMP02571,48.0,Non-binary,Engineering,92671.11,11.0,3.8,High,Yes,Full Remote,3.0,80.0,Bachelor's,0
EMP02572,60.0,Non-binary,Engineering,42115.66,32.0,3.67,Medium,No,On-site,9.0,36.0,High School,0
EMP02573,43.0,Female,Marketing,65977.5,30.0,1.35,High,Yes,On-site,6.0,44.0,Bachelor's,0
EMP02574,64.0,Non-binary,Sales,46870.62,35.0,1.74,High,No,nan,1.0,71.0,PhD,0
EMP02575,35.0,Female,Engineering,56836.25,25.0,1.62,Low,,Hybrid,8.0,34.0,Master's,0
EMP02576,22.0,Male,,63491.34,5.0,2.47,High,no,Hybrid,7.0,77.0,High School,0
EMP02577,58.0,Non-binary,Marketing,99158.51,19.0,3.69,Excellent,Yes,On-site,4.0,11.0,Bachelor's,0
EMP02578,46.0,Male,Engineering,65622.99,19.0,1.86,High,No,On-site,9.0,97.0,Master's,0
EMP02579,60.0,Female,,0.0,23.0,2.4,High,no,On-site,9.0,55.0,Bachelor's,1
EMP02580,61.0,Male,HR,100692.33,5.0,1.55,Medium,No,Full Remote,3.0,83.0,High School,0
EMP02581,58.0,Non-binary,Marketing,100800.57,12.0,4.44,Medium,Yes,Hybrid,7.0,76.0,Bachelor's,0
EMP02582,59.0,Male,Sales,39443.73,27.0,2.64,High,no,Full Remote,2.0,98.0,Bachelor's,0
EMP02583,36.0,Female,HR,61817.72,32.0,1.01,Excellent,Yes,On-site,7.0,95.0,PhD,0
EMP02584,49.0,Female,Sales,66184.84,2.0,1.78,Excellent,Yes,On-site,1.0,86.0,Bachelor's,1
EMP02585,30.0,Female,Sales,73246.83,19.0,4.46,Low,Yes,Hybrid,6.0,,Master's,0
EMP02586,61.0,Female,Engineering,76753.38,3.0,1.28,Excellent,Yes,Full Remote,1.0,97.0,Bachelor's,0
EMP02587,64.0,,engineering,74042.8,37.0,3.51,High,No,On-site,3.0,96.0,Bachelor's,0
EMP02588,23.0,Prefer not to say,SALES,54634.24,37.0,1.96,High,No,On-site,9.0,26.0,PhD,0
EMP02589,40.0,Female,Sales,76917.29,32.0,2.89,Medium,no,Full Remote,5.0,29.0,Bachelor's,0
EMP02590,38.0,Male,Sales,58957.27,3.0,4.8,High,yes,On-site,4.0,65.0,Bachelor's,0
EMP02591,44.0,Male,SALES,84325.66,7.0,2.95,Low,No,Full Remote,1.0,44.0,High School,0
EMP02592,23.0,Female,engineering,44404.85,30.0,,High,Yes,On-site,1.0,83.0,Bachelor's,0
EMP02593,34.0,Male,Engineering,90016.37,8.0,1.18,Medium,Yes,Hybrid,2.0,40.0,High School,0
EMP02594,61.0,Female,Sales,65144.97,35.0,4.48,Low,yes,Hybrid,3.0,41.0,Associate,0
EMP02595,63.0,Female,Finance,74866.28,11.0,4.16,High,,nan,8.0,40.0,Bachelor's,0
EMP02596,28.0,Female,Sales,76520.73,18.0,3.24,Medium,No,Hybrid,1.0,7.0,Master's,0
EMP02597,32.0,Female,Engineering,75539.2,20.0,1.82,Medium,No,On-site,5.0,67.0,Bachelor's,0
EMP02598,37.0,Male,engineering,103183.72,13.0,3.35,High,No,Hybrid,3.0,5.0,Bachelor's,1
EMP02599,38.0,Male,Marketing,54722.62,19.0,4.54,Low,No,Hybrid,1.0,27.0,High School,1
