hotel_type,lead_time,arrival_month,weekend_nights,week_nights,adults,children,meal_plan,country,parking_requests,room_price,is_canceled
City Hotel,52,Dec,1,3,3,0.0,FB,India,2,132.82,0
City Hotel,258,Nov,0,3,3,1.0,FB,Germany,0,169.41,0
City Hotel,14,Jul,3,9,4,3.0,BB,France,0,180.16,0
Resort Hotel,18,Mar,3,5,1,3.0,SC,France,2,,0
Resort Hotel,114,Mar,2,3,4,1.0,SC,USA,0,96.38,0
Resort Hotel,178,May,0,7,1,1.0,BB,UAE,2,132.52,0
Resort Hotel,271,Aug,3,6,4,0.0,FB,Germany,1,177.37,0
Resort Hotel,293,May,1,3,1,1.0,BB,France,0,123.44,1
Resort Hotel,119,Jun,0,6,4,2.0,SC,Germany,1,175.3,0
City Hotel,363,Sep,1,9,1,2.0,BB,Germany,2,155.85,0
City Hotel,340,Sep,1,2,2,3.0,BB,USA,0,149.6,0
City Hotel,330,Jun,2,5,1,0.0,BB,USA,1,125.07,0
Resort Hotel,69,Dec,2,5,3,0.0,FB,France,1,231.28,1
City Hotel,32,May,4,6,3,1.0,BB,France,0,145.26,1
City Hotel,236,Aug,0,2,4,3.0,FB,Germany,1,131.18,0
Resort Hotel,241,Jan,3,6,4,3.0,FB,UAE,0,156.94,0
City Hotel,313,Nov,2,1,2,3.0,BB,India,1,56.22,0
Resort Hotel,246,Mar,0,7,4,0.0,BB,France,1,103.85,0
Resort Hotel,317,Jun,2,1,3,0.0,FB,Germany,1,94.13,1
City Hotel,261,Aug,3,2,4,2.0,BB,UAE,2,91.02,1
City Hotel,341,Jun,2,4,3,1.0,SC,Germany,0,139.53,1
City Hotel,146,Oct,4,5,3,,FB,UK,1,205.88,0
City Hotel,304,Jun,0,1,2,3.0,HB,UAE,0,96.93,0
Resort Hotel,296,Apr,0,1,2,1.0,HB,UK,1,102.6,1
Resort Hotel,68,Dec,1,5,1,,FB,UAE,2,107.97,1
Resort Hotel,352,Jul,4,6,3,,HB,India,2,125.15,1
City Hotel,56,Jul,2,3,4,3.0,SC,USA,2,91.58,1
City Hotel,145,Jan,1,5,3,1.0,FB,India,2,80.93,0
Resort Hotel,52,Dec,2,2,3,2.0,FB,India,0,131.79,0
Resort Hotel,125,Mar,4,8,1,,BB,France,2,69.26,1
City Hotel,274,Sep,1,3,2,3.0,SC,Germany,2,92.8,1
City Hotel,128,Jun,3,3,1,3.0,HB,UAE,2,183.75,1
City Hotel,25,Apr,0,9,1,3.0,HB,India,2,106.32,1
City Hotel,61,Aug,4,4,3,2.0,BB,UAE,2,73.75,1
Resort Hotel,336,Dec,4,3,1,2.0,FB,USA,0,161.48,0
Resort Hotel,128,Jul,2,5,3,2.0,SC,Germany,2,116.27,0
Resort Hotel,159,Oct,3,6,2,3.0,SC,UAE,2,92.47,0
City Hotel,251,Jun,3,1,1,2.0,BB,France,2,121.96,0
Resort Hotel,288,Apr,4,7,3,,HB,UK,0,36.2,0
Resort Hotel,152,Apr,4,4,4,3.0,FB,India,0,134.99,1
City Hotel,315,Aug,0,9,1,3.0,SC,UAE,2,82.58,0
City Hotel,92,Mar,3,2,3,3.0,FB,Germany,2,143.98,0
City Hotel,203,Nov,4,2,4,3.0,BB,UK,1,228.92,1
City Hotel,200,Sep,0,2,1,0.0,FB,UAE,0,215.42,0
City Hotel,193,Aug,2,8,3,2.0,HB,France,0,159.45,0
Resort Hotel,124,Apr,3,2,3,0.0,SC,USA,1,192.64,0
City Hotel,116,Dec,1,4,3,1.0,SC,UAE,1,135.24,1
Resort Hotel,170,Mar,1,1,3,0.0,HB,France,2,90.66,0
Resort Hotel,127,Apr,4,4,2,0.0,HB,USA,2,65.94,1
City Hotel,360,Nov,4,6,4,0.0,FB,USA,1,113.61,1
City Hotel,53,Dec,0,6,4,0.0,BB,USA,0,52.98,0
City Hotel,170,Feb,4,3,2,2.0,SC,France,0,68.77,0
Resort Hotel,244,Jun,4,9,2,2.0,HB,India,2,157.68,1
Resort Hotel,284,Mar,0,5,4,0.0,FB,UK,0,114.6,1
City Hotel,61,Mar,1,9,4,0.0,SC,Germany,0,,0
Resort Hotel,59,Dec,0,2,4,1.0,BB,India,1,,0
City Hotel,75,Dec,3,3,2,1.0,FB,India,2,80.13,1
City Hotel,213,Jan,3,7,3,3.0,HB,Germany,0,164.43,0
Resort Hotel,126,Aug,4,5,2,0.0,SC,Germany,0,98.01,1
City Hotel,152,Aug,4,9,4,3.0,FB,UK,2,100.69,1
Resort Hotel,65,Sep,1,2,2,2.0,HB,UAE,0,118.12,0
City Hotel,208,Nov,1,9,4,2.0,HB,India,2,,1
City Hotel,116,Dec,2,8,1,2.0,HB,UK,1,179.55,0
Resort Hotel,88,May,3,5,3,2.0,SC,India,2,187.14,1
City Hotel,10,Nov,3,1,4,3.0,HB,UAE,1,124.02,0
City Hotel,348,Apr,2,1,1,0.0,FB,,0,196.09,1
City Hotel,50,Sep,2,7,4,2.0,SC,Germany,1,142.85,0
Resort Hotel,97,Mar,3,2,2,1.0,FB,USA,0,121.68,0
City Hotel,252,Apr,4,1,2,3.0,BB,UK,1,161.42,1
Resort Hotel,63,Aug,3,3,2,3.0,BB,,2,127.15,0
City Hotel,86,Feb,2,2,4,2.0,BB,USA,0,123.75,1
City Hotel,193,Mar,1,3,4,0.0,BB,UAE,0,115.69,0
Resort Hotel,355,Nov,0,9,2,1.0,HB,India,1,94.41,0
Resort Hotel,58,Mar,1,9,3,,SC,USA,2,93.98,0
Resort Hotel,204,Nov,1,9,3,1.0,HB,UAE,2,56.15,0
City Hotel,302,Aug,2,6,2,1.0,FB,USA,1,59.51,0
City Hotel,345,Nov,3,3,4,3.0,FB,France,1,86.39,1
City Hotel,284,Feb,2,6,3,0.0,BB,India,2,42.6,0
City Hotel,120,Aug,2,3,2,2.0,FB,USA,1,102.87,0
Resort Hotel,208,Jul,4,8,2,1.0,FB,UAE,2,77.33,0
Resort Hotel,224,Jan,4,5,1,0.0,SC,UAE,0,135.95,0
City Hotel,315,Aug,0,2,2,2.0,FB,USA,0,144.25,1
Resort Hotel,260,Nov,4,5,4,1.0,HB,France,2,90.5,1
Resort Hotel,111,Jan,0,3,1,2.0,BB,France,1,182.64,0
City Hotel,124,Sep,1,2,1,3.0,BB,France,1,98.65,0
Resort Hotel,169,Jan,1,8,3,0.0,FB,Germany,1,,1
Resort Hotel,113,May,2,9,1,0.0,FB,UK,0,95.6,0
Resort Hotel,60,Aug,1,3,4,0.0,HB,France,0,139.91,0
City Hotel,318,Apr,4,4,3,1.0,HB,India,2,125.66,1
Resort Hotel,11,Jun,4,7,3,0.0,FB,Germany,2,102.98,0
City Hotel,20,Jan,4,7,2,2.0,HB,UK,1,166.93,0
City Hotel,218,Mar,3,2,4,1.0,SC,Germany,0,112.44,0
City Hotel,135,Dec,4,1,4,3.0,HB,France,2,112.77,0
Resort Hotel,351,May,2,3,1,3.0,FB,USA,1,,0
Resort Hotel,62,Feb,2,2,4,2.0,FB,USA,2,61.05,0
Resort Hotel,119,Jan,1,8,3,0.0,HB,UAE,0,151.24,1
Resort Hotel,320,Sep,0,5,3,3.0,SC,Germany,0,145.33,0
Resort Hotel,186,Aug,3,9,4,3.0,SC,UK,0,103.01,1
Resort Hotel,132,Mar,0,7,1,,FB,UK,0,112.95,1
Resort Hotel,200,Jun,3,1,2,3.0,BB,India,2,74.45,1
Resort Hotel,243,Aug,2,6,4,3.0,HB,,1,210.24,0
Resort Hotel,142,Jun,2,4,1,3.0,HB,USA,0,,1
Resort Hotel,249,Aug,3,1,1,3.0,HB,UK,1,,1
Resort Hotel,342,Mar,1,2,1,2.0,SC,India,0,198.61,1
City Hotel,151,Dec,4,1,2,1.0,BB,Germany,2,202.59,1
Resort Hotel,345,Apr,4,5,2,0.0,HB,UAE,0,80.42,1
Resort Hotel,292,Aug,0,5,2,3.0,FB,India,2,,1
City Hotel,90,Nov,2,4,1,3.0,SC,USA,0,146.41,1
City Hotel,280,Oct,4,1,2,3.0,BB,UAE,0,99.83,1
Resort Hotel,82,Nov,2,1,1,3.0,BB,France,2,105.15,1
Resort Hotel,21,Oct,2,7,4,1.0,SC,UAE,1,116.65,1
City Hotel,63,Aug,2,9,1,0.0,BB,India,1,174.79,0
Resort Hotel,303,Jun,4,7,4,,SC,Germany,0,175.91,0
City Hotel,325,Oct,4,4,4,2.0,BB,India,0,93.91,0
City Hotel,271,Jun,4,4,2,2.0,FB,Germany,1,128.63,1
City Hotel,218,Sep,3,9,2,1.0,BB,India,2,,1
City Hotel,260,Aug,4,6,1,1.0,HB,USA,0,16.16,0
Resort Hotel,132,Mar,2,2,4,3.0,BB,UK,2,150.09,0
City Hotel,172,Jul,2,1,4,,SC,France,1,111.14,1
City Hotel,114,Dec,0,6,3,0.0,SC,Germany,0,85.54,0
Resort Hotel,191,Sep,1,1,4,2.0,BB,USA,1,118.47,1
City Hotel,83,Dec,3,3,2,0.0,BB,Germany,1,83.8,0
City Hotel,154,Oct,0,6,2,1.0,BB,UK,2,188.82,0
City Hotel,185,Nov,3,5,4,0.0,HB,Germany,2,165.31,1
City Hotel,239,Mar,3,9,4,1.0,HB,UK,2,150.68,1
City Hotel,318,Nov,2,6,1,0.0,BB,UK,2,89.43,1
Resort Hotel,102,Sep,2,3,3,3.0,BB,Germany,0,112.17,0
Resort Hotel,344,May,2,4,3,3.0,HB,,0,76.72,1
City Hotel,162,Oct,2,5,1,0.0,BB,India,0,119.22,1
Resort Hotel,126,Sep,0,4,1,3.0,HB,UAE,2,97.45,1
Resort Hotel,290,Jan,1,3,3,1.0,FB,UAE,1,120.38,0
City Hotel,130,Apr,1,9,3,0.0,SC,USA,0,156.43,0
City Hotel,299,Dec,0,9,1,1.0,FB,UAE,2,129.89,0
City Hotel,328,Nov,1,5,4,2.0,SC,USA,0,105.73,1
City Hotel,21,Sep,4,1,4,3.0,BB,,0,84.53,0
City Hotel,140,Dec,4,1,2,3.0,FB,,0,11.86,0
City Hotel,36,Dec,4,7,3,1.0,SC,UAE,2,165.48,1
Resort Hotel,257,Dec,2,3,3,1.0,FB,India,0,135.59,0
Resort Hotel,359,Sep,4,8,3,2.0,HB,India,1,179.57,1
Resort Hotel,144,Jun,3,6,3,0.0,HB,UK,0,98.72,0
City Hotel,49,Oct,3,6,1,1.0,FB,India,2,25.06,0
City Hotel,6,Jun,0,6,4,0.0,BB,USA,2,142.66,1
City Hotel,124,Mar,3,6,4,0.0,BB,Germany,0,76.2,0
City Hotel,225,Oct,0,3,2,1.0,BB,India,0,179.63,0
City Hotel,269,May,1,6,3,3.0,FB,UK,1,75.5,1
Resort Hotel,173,Aug,3,3,2,1.0,FB,India,1,116.43,0
Resort Hotel,9,Feb,3,5,4,1.0,BB,Germany,1,139.8,0
City Hotel,227,Feb,0,1,1,1.0,FB,USA,2,134.24,1
Resort Hotel,156,Apr,3,2,4,,SC,India,0,116.68,0
Resort Hotel,192,Sep,0,2,4,2.0,BB,Germany,0,110.48,1
Resort Hotel,160,May,3,9,1,3.0,SC,UK,0,163.51,0
Resort Hotel,119,Mar,2,5,1,1.0,HB,USA,2,,0
Resort Hotel,359,Aug,1,1,4,2.0,HB,UAE,1,129.32,0
Resort Hotel,89,Dec,3,2,4,1.0,BB,UK,2,176.57,0
City Hotel,180,Nov,1,6,2,,FB,,2,128.76,0
Resort Hotel,330,Jul,3,6,3,1.0,HB,UAE,0,68.13,0
City Hotel,132,Sep,3,2,1,,BB,UK,2,155.81,0
Resort Hotel,25,Oct,2,3,3,,BB,UK,1,114.75,1
City Hotel,80,Jun,4,4,2,0.0,FB,India,0,153.63,1
City Hotel,63,Feb,4,1,1,2.0,FB,India,0,,1
City Hotel,296,Jan,1,2,1,1.0,HB,,0,100.72,0
Resort Hotel,108,May,1,7,3,1.0,SC,Germany,1,122.7,0
Resort Hotel,325,Dec,2,6,1,0.0,BB,France,2,97.58,0
City Hotel,184,Jul,0,5,4,3.0,BB,India,0,104.84,0
City Hotel,151,Jul,1,8,2,3.0,BB,USA,2,177.96,0
Resort Hotel,84,Feb,4,3,2,3.0,HB,Germany,0,,1
City Hotel,321,Jun,2,8,1,0.0,HB,India,1,50.39,0
Resort Hotel,307,Jan,0,5,1,0.0,HB,USA,2,154.91,0
City Hotel,248,Dec,2,9,3,3.0,BB,USA,2,150.58,1
Resort Hotel,281,Dec,4,9,2,0.0,FB,UK,2,177.74,0
Resort Hotel,208,Jan,2,7,4,3.0,BB,France,1,107.95,0
Resort Hotel,297,Feb,3,3,4,2.0,FB,UAE,1,93.48,1
City Hotel,5,May,4,4,3,2.0,SC,India,1,148.55,1
Resort Hotel,228,Oct,0,6,2,,SC,UK,1,125.23,0
City Hotel,192,Oct,2,1,2,1.0,HB,UK,0,169.14,0
City Hotel,134,Feb,4,2,4,0.0,BB,France,2,159.68,1
Resort Hotel,76,Oct,4,6,2,2.0,FB,Germany,1,129.74,0
City Hotel,302,Mar,0,9,2,2.0,BB,UK,0,77.41,0
City Hotel,110,Sep,4,4,2,3.0,BB,Germany,2,152.24,1
City Hotel,166,May,0,3,4,3.0,BB,France,0,146.92,1
City Hotel,61,Mar,4,8,1,1.0,SC,UK,1,147.34,1
City Hotel,130,May,2,7,2,3.0,BB,India,0,84.44,0
City Hotel,3,Mar,0,2,1,3.0,HB,Germany,2,144.65,1
Resort Hotel,135,Nov,0,4,1,2.0,HB,France,1,44.41,0
City Hotel,346,May,4,6,3,3.0,SC,UAE,1,88.25,1
City Hotel,193,Oct,3,2,1,0.0,FB,USA,0,120.76,0
Resort Hotel,353,Jun,0,6,3,2.0,SC,,2,139.72,1
Resort Hotel,62,Nov,3,9,2,0.0,HB,,1,148.67,1
City Hotel,310,Dec,1,4,4,1.0,HB,UK,0,73.84,1
City Hotel,245,Sep,2,7,1,2.0,HB,India,2,171.07,0
Resort Hotel,53,Feb,3,9,1,1.0,HB,India,1,90.17,0
Resort Hotel,9,Mar,2,8,4,0.0,FB,USA,1,104.0,0
Resort Hotel,129,Jun,0,2,3,1.0,SC,UAE,0,107.49,1
City Hotel,345,Feb,2,9,3,0.0,HB,UK,0,58.44,1
Resort Hotel,108,Aug,3,8,3,0.0,SC,France,2,87.3,1
City Hotel,292,Oct,0,5,1,2.0,HB,India,0,129.18,0
Resort Hotel,50,Jul,3,9,2,2.0,FB,,1,176.7,0
City Hotel,212,Jan,0,6,3,2.0,HB,UAE,1,136.49,0
Resort Hotel,69,May,3,9,3,0.0,FB,USA,2,158.76,1
Resort Hotel,98,May,0,9,4,3.0,HB,France,2,74.89,1
City Hotel,103,Jan,3,3,2,0.0,HB,Germany,2,131.69,1
Resort Hotel,358,Jun,1,7,2,0.0,SC,India,0,125.06,1
City Hotel,16,Feb,3,4,2,3.0,BB,France,1,109.63,1
Resort Hotel,79,Mar,3,4,2,3.0,FB,Germany,0,113.15,1
City Hotel,233,May,1,7,2,1.0,FB,India,1,55.32,1
City Hotel,231,Dec,2,6,3,0.0,BB,India,2,135.87,0
City Hotel,298,Jun,0,4,4,2.0,FB,UAE,1,123.3,0
City Hotel,158,Nov,3,5,3,3.0,FB,France,1,117.94,0
City Hotel,258,Feb,2,6,2,2.0,FB,UAE,2,156.85,0
Resort Hotel,211,Apr,4,4,4,1.0,BB,UAE,2,168.42,0
City Hotel,184,Mar,2,8,1,2.0,FB,UAE,1,104.99,1
City Hotel,195,Jan,4,4,1,0.0,HB,India,0,224.36,1
Resort Hotel,40,Apr,0,4,2,0.0,HB,Germany,2,149.4,1
Resort Hotel,191,Jun,4,1,3,,FB,India,2,52.86,0
City Hotel,315,Oct,1,6,4,2.0,BB,UAE,0,131.21,0
Resort Hotel,61,Jul,1,1,4,0.0,HB,UAE,0,174.83,1
City Hotel,180,Jun,2,9,3,3.0,HB,UK,0,129.81,0
Resort Hotel,332,Dec,1,5,2,0.0,HB,Germany,0,69.81,0
Resort Hotel,235,Jan,1,2,1,3.0,BB,France,2,103.14,0
City Hotel,36,May,2,9,1,0.0,SC,UAE,0,105.33,1
City Hotel,228,May,3,8,2,2.0,FB,France,0,81.78,0
Resort Hotel,31,Jun,0,4,4,2.0,HB,India,0,124.54,0
City Hotel,225,May,4,3,3,0.0,HB,Germany,1,179.94,1
Resort Hotel,123,Sep,2,4,2,3.0,FB,UAE,2,70.48,0
City Hotel,263,Jun,1,4,4,3.0,FB,France,2,99.57,1
Resort Hotel,123,Nov,4,9,3,3.0,HB,,0,224.62,0
City Hotel,218,Sep,3,6,4,2.0,HB,UAE,2,87.84,1
City Hotel,346,Apr,0,4,4,1.0,HB,USA,0,78.59,0
Resort Hotel,276,Mar,0,2,1,2.0,BB,UK,2,125.48,1
City Hotel,98,Jun,1,9,2,3.0,SC,UAE,0,59.57,0
Resort Hotel,6,Jan,3,7,4,2.0,SC,UK,2,94.29,1
City Hotel,123,Oct,0,5,1,0.0,FB,Germany,1,155.67,0
Resort Hotel,86,May,4,2,2,2.0,BB,India,1,25.44,0
City Hotel,230,Feb,4,1,2,0.0,SC,France,0,94.93,1
City Hotel,81,Jun,1,7,3,2.0,BB,India,0,15.8,0
Resort Hotel,362,Mar,3,3,2,,SC,Germany,2,170.87,0
Resort Hotel,191,Sep,4,8,1,2.0,BB,Germany,1,90.02,0
City Hotel,255,Feb,0,4,1,3.0,FB,France,0,117.0,0
Resort Hotel,41,Jan,4,5,2,0.0,FB,UK,2,99.74,0
City Hotel,218,Jul,0,3,1,2.0,SC,Germany,1,71.26,1
Resort Hotel,348,May,3,7,4,3.0,HB,France,1,138.78,0
City Hotel,114,Jan,1,4,4,2.0,SC,UAE,2,106.68,0
Resort Hotel,200,May,1,1,3,1.0,SC,UK,2,131.73,1
City Hotel,135,Apr,1,5,4,0.0,SC,UAE,2,144.67,0
Resort Hotel,199,Jan,2,2,2,3.0,BB,,0,135.43,0
City Hotel,157,Aug,1,7,4,0.0,FB,USA,1,125.14,0
Resort Hotel,323,Apr,1,2,3,3.0,BB,UAE,0,,0
Resort Hotel,333,Oct,0,4,1,3.0,BB,Germany,2,62.21,0
Resort Hotel,306,Jul,3,2,2,2.0,FB,,0,136.33,1
City Hotel,338,Jun,3,7,3,2.0,SC,UAE,2,110.26,0
Resort Hotel,44,Sep,4,3,4,1.0,BB,USA,0,175.93,0
Resort Hotel,205,Jan,1,2,2,3.0,HB,India,0,163.65,1
Resort Hotel,287,Oct,3,2,2,0.0,HB,India,2,171.97,0
City Hotel,323,Sep,3,2,1,3.0,SC,France,0,138.47,1
City Hotel,222,Aug,3,6,4,1.0,BB,India,2,,0
Resort Hotel,259,Dec,3,8,4,0.0,HB,Germany,1,,0
City Hotel,90,Nov,0,7,4,1.0,SC,USA,1,203.37,1
Resort Hotel,103,May,1,1,4,2.0,BB,USA,1,45.85,1
Resort Hotel,358,Mar,3,3,3,0.0,HB,France,1,161.86,0
City Hotel,205,Oct,0,8,1,3.0,BB,UK,1,84.67,0
Resort Hotel,331,Feb,2,8,2,0.0,HB,USA,0,112.7,1
Resort Hotel,357,Sep,4,9,4,2.0,SC,UK,1,102.35,0
Resort Hotel,263,Mar,0,7,1,0.0,SC,UK,1,73.49,1
City Hotel,27,Apr,4,5,2,2.0,HB,France,0,85.69,0
City Hotel,7,Jun,4,3,4,,FB,UK,1,55.6,1
Resort Hotel,264,May,2,8,2,1.0,SC,UK,1,66.49,1
Resort Hotel,356,Jun,2,5,4,2.0,BB,France,0,10.89,1
City Hotel,42,Feb,2,5,4,3.0,SC,,0,100.99,0
City Hotel,221,May,0,8,2,,HB,France,2,77.37,1
City Hotel,341,Apr,2,8,4,0.0,FB,France,2,84.33,0
City Hotel,154,Jan,3,8,3,3.0,FB,France,2,184.45,1
Resort Hotel,61,Apr,0,4,3,0.0,BB,India,0,85.57,1
City Hotel,276,Nov,1,3,2,2.0,HB,Germany,2,44.47,0
Resort Hotel,221,Feb,2,6,4,2.0,SC,USA,0,210.59,0
Resort Hotel,79,Jul,0,5,2,0.0,SC,UAE,1,174.73,1
Resort Hotel,87,Jul,2,5,1,1.0,HB,France,2,162.52,1
City Hotel,79,May,4,5,1,2.0,HB,,1,105.47,0
City Hotel,51,Dec,3,3,1,0.0,HB,USA,0,64.15,0
City Hotel,330,Jan,4,7,4,0.0,FB,France,0,16.56,1
City Hotel,240,Jan,2,5,2,0.0,FB,,0,33.04,0
City Hotel,128,Nov,0,4,1,3.0,FB,UK,1,132.61,1
Resort Hotel,286,Jul,3,4,4,0.0,BB,,1,68.84,0
City Hotel,229,Oct,4,7,4,0.0,BB,UAE,1,124.79,0
Resort Hotel,347,Jan,3,1,1,0.0,FB,Germany,2,124.13,1
Resort Hotel,195,Feb,3,8,3,0.0,HB,Germany,0,73.45,0
City Hotel,101,Apr,2,1,3,1.0,HB,France,1,99.58,0
City Hotel,305,May,3,6,3,3.0,SC,Germany,2,77.76,0
Resort Hotel,4,Nov,1,4,3,0.0,FB,France,1,120.78,1
City Hotel,285,Jan,1,7,2,3.0,HB,France,0,114.67,1
Resort Hotel,200,Jan,4,6,2,0.0,HB,Germany,2,167.0,1
Resort Hotel,162,Mar,4,5,1,2.0,SC,Germany,2,101.1,0
City Hotel,240,Jan,0,5,4,0.0,SC,India,2,147.2,0
Resort Hotel,186,Mar,2,6,3,0.0,BB,India,2,124.94,1
Resort Hotel,81,May,4,7,4,1.0,FB,,2,169.39,0
City Hotel,74,Dec,0,3,4,1.0,BB,India,2,108.01,0
Resort Hotel,184,Mar,4,3,2,1.0,BB,UK,0,66.68,1
City Hotel,237,Dec,0,7,4,,SC,UK,0,78.35,0
City Hotel,214,Oct,2,3,4,3.0,HB,USA,2,88.73,0
Resort Hotel,81,Aug,2,7,3,1.0,FB,France,0,180.66,0
Resort Hotel,223,May,4,2,1,3.0,SC,France,0,162.06,1
City Hotel,364,Nov,1,8,2,0.0,FB,UK,1,132.42,1
Resort Hotel,189,May,3,9,3,1.0,SC,UK,1,98.3,0
City Hotel,201,Jun,4,6,1,0.0,HB,France,1,233.87,0
Resort Hotel,191,Dec,0,2,3,0.0,FB,USA,2,,0
Resort Hotel,170,Apr,2,9,1,1.0,HB,Germany,1,102.21,0
City Hotel,222,May,4,5,3,1.0,BB,USA,0,183.57,0
Resort Hotel,17,Jun,2,4,3,1.0,FB,UK,1,134.26,0
City Hotel,199,Dec,4,7,1,0.0,SC,UK,2,222.29,1
City Hotel,238,Jun,2,6,3,0.0,BB,Germany,2,112.5,1
City Hotel,237,May,1,4,1,2.0,BB,Germany,0,80.43,0
Resort Hotel,346,Dec,0,2,4,0.0,SC,UAE,0,113.06,0
City Hotel,245,Oct,4,4,4,1.0,FB,USA,1,134.91,0
Resort Hotel,304,Dec,2,1,1,3.0,HB,France,1,58.13,1
Resort Hotel,221,Jun,4,8,3,0.0,BB,France,1,108.42,1
Resort Hotel,113,Sep,0,4,4,1.0,FB,India,2,115.04,0
City Hotel,294,Aug,4,2,1,1.0,FB,USA,1,,0
City Hotel,257,Apr,3,5,2,1.0,HB,UK,1,83.77,1
Resort Hotel,55,Feb,2,1,4,3.0,BB,India,0,31.59,1
Resort Hotel,138,Apr,0,2,1,3.0,HB,USA,2,79.5,0
Resort Hotel,311,Jun,1,8,1,2.0,FB,France,2,,0
City Hotel,95,Oct,3,4,4,0.0,FB,Germany,0,165.53,0
City Hotel,125,Jul,4,9,3,3.0,SC,UAE,2,135.89,0
City Hotel,24,Nov,4,4,2,2.0,SC,UK,0,194.11,1
Resort Hotel,284,Apr,3,2,1,1.0,HB,India,0,121.97,0
Resort Hotel,92,Nov,1,8,3,2.0,BB,Germany,0,137.79,1
Resort Hotel,364,Nov,1,4,3,2.0,HB,UK,1,130.09,0
Resort Hotel,51,Mar,4,8,1,2.0,BB,UAE,1,83.52,1
City Hotel,200,Jan,4,2,2,0.0,SC,UAE,2,,0
City Hotel,157,Jul,1,4,4,3.0,BB,France,0,144.75,1
City Hotel,147,Jan,1,1,2,,FB,,1,172.66,1
Resort Hotel,93,Aug,1,8,3,1.0,FB,,2,125.75,1
Resort Hotel,207,May,4,6,1,2.0,SC,USA,2,134.89,0
Resort Hotel,5,Aug,2,2,1,2.0,SC,UK,0,156.87,0
City Hotel,92,Feb,3,3,2,1.0,SC,,0,133.52,0
Resort Hotel,311,Mar,1,6,2,3.0,HB,France,2,92.75,1
Resort Hotel,46,Apr,4,9,2,0.0,BB,UAE,2,158.54,0
Resort Hotel,143,Feb,0,7,1,1.0,HB,UK,2,205.93,1
Resort Hotel,250,Apr,4,9,1,1.0,BB,UK,1,119.7,1
Resort Hotel,224,Jun,2,4,3,0.0,SC,France,1,146.78,0
City Hotel,167,Nov,2,8,2,3.0,HB,USA,2,69.19,0
Resort Hotel,318,Jul,1,2,3,1.0,SC,India,2,84.27,1
Resort Hotel,197,Jun,3,2,3,2.0,HB,France,2,156.06,0
Resort Hotel,330,Jul,4,4,2,0.0,HB,France,1,109.2,1
Resort Hotel,159,Feb,3,3,4,3.0,FB,India,0,116.93,0
City Hotel,151,Jan,0,8,1,1.0,HB,UAE,0,140.87,1
Resort Hotel,224,Sep,3,2,4,0.0,SC,India,2,92.88,0
City Hotel,216,Jul,3,4,1,2.0,HB,UK,1,157.69,0
City Hotel,299,Nov,1,9,1,2.0,SC,India,1,139.56,0
City Hotel,38,Feb,0,9,1,3.0,SC,UK,2,,1
City Hotel,143,Jul,2,4,2,0.0,BB,UAE,2,184.81,1
City Hotel,11,Apr,3,3,2,0.0,FB,India,2,141.47,0
City Hotel,281,Mar,0,1,2,0.0,BB,USA,1,131.57,0
Resort Hotel,39,Apr,0,1,1,2.0,HB,UK,0,97.52,0
Resort Hotel,56,May,2,8,2,3.0,HB,USA,1,132.64,0
City Hotel,357,Sep,1,9,3,2.0,HB,India,1,119.9,0
City Hotel,356,Apr,0,9,4,2.0,FB,USA,1,114.07,0
City Hotel,112,Sep,2,5,3,,BB,France,0,124.78,1
Resort Hotel,364,Apr,4,2,1,2.0,SC,India,0,136.86,0
Resort Hotel,148,Jan,0,7,2,3.0,FB,UK,0,98.92,1
City Hotel,308,Nov,4,4,3,3.0,HB,UAE,2,120.29,0
City Hotel,34,Dec,4,4,4,1.0,BB,India,0,131.61,1
Resort Hotel,301,Nov,0,4,1,2.0,HB,UAE,2,175.51,1
Resort Hotel,332,Nov,2,3,1,3.0,HB,Germany,2,,0
City Hotel,100,Jan,4,4,3,0.0,SC,UAE,0,132.78,0
City Hotel,260,Apr,1,2,1,3.0,FB,France,2,146.06,0
City Hotel,269,Apr,3,9,3,0.0,HB,UK,1,205.87,1
Resort Hotel,59,Oct,4,7,2,3.0,HB,India,2,140.73,0
Resort Hotel,323,Jul,4,1,1,1.0,HB,France,1,136.06,1
Resort Hotel,45,Jan,3,5,3,1.0,HB,UK,2,176.37,0
Resort Hotel,303,Dec,2,2,2,3.0,BB,France,2,149.58,1
City Hotel,206,May,1,3,4,1.0,HB,UK,0,52.83,0
Resort Hotel,352,Oct,1,3,3,0.0,FB,France,1,75.77,0
City Hotel,112,Aug,4,7,4,1.0,SC,UK,1,140.71,0
City Hotel,241,Aug,0,3,4,1.0,FB,UK,0,71.0,0
City Hotel,124,Jul,0,7,1,0.0,BB,Germany,1,141.2,1
City Hotel,159,Apr,4,8,3,0.0,HB,UK,1,161.22,0
City Hotel,316,Jul,0,2,2,2.0,SC,Germany,1,123.56,0
Resort Hotel,1,Jan,1,1,3,1.0,SC,,1,119.21,0
Resort Hotel,174,Jun,1,6,3,0.0,SC,UAE,0,116.36,0
City Hotel,290,Jul,3,9,1,1.0,FB,India,0,134.88,0
City Hotel,218,Dec,1,6,1,3.0,FB,France,2,,0
Resort Hotel,182,Mar,2,8,2,2.0,FB,USA,0,145.0,0
Resort Hotel,187,Aug,1,5,1,1.0,HB,USA,2,162.09,0
City Hotel,94,Aug,4,8,2,1.0,SC,UAE,1,173.77,1
