brand,year,fuel_type,transmission,mileage_kmpl,engine_cc,horsepower,owners,insurance_valid,city,price_lakh
Toyota,2021,CNG,Automatic,13.33,3298,231.0,2,Yes,East Loriberg,5.99
Mahindra,2016,Diesel,Automatic,22.21,3490,,3,,Josephchester,11.64
Honda,2011,CNG,Automatic,12.6,2870,227.0,2,Yes,Robertchester,12.53
Hyundai,2020,CNG,Manual,17.93,3214,303.0,3,No,Port Catherine,3.37
Mahindra,2015,CNG,Automatic,15.11,1450,277.0,2,No,Taylorfort,11.64
Toyota,2018,Petrol,Automatic,18.88,1619,115.0,3,Yes,Port Rodneymouth,5.57
Ford,2007,Diesel,Automatic,16.99,3086,122.0,1,No,New Elijah,4.56
BMW,2023,Petrol,Manual,20.14,3281,162.0,1,No,East Nicholas,7.39
Honda,2022,Petrol,Automatic,8.76,1741,226.0,4,Yes,Lake Tracy,11.97
Toyota,2014,Diesel,Manual,22.48,1340,66.0,4,,Hoberg,9.24
Mahindra,2010,CNG,Manual,20.94,3480,201.0,3,No,Lake Adam,9.13
Hyundai,2017,Petrol,Automatic,22.05,3045,184.0,2,No,Mirandashire,9.41
Toyota,2014,Petrol,Automatic,21.59,2509,149.0,3,Yes,Marilynfurt,9.87
Kia,2022,Petrol,Manual,19.26,3329,275.0,1,,Tinamouth,7.54
Hyundai,2020,CNG,Manual,15.43,2002,182.0,1,Yes,Port Stevenmouth,10.53
Mahindra,2010,Petrol,Manual,19.75,1668,245.0,3,Yes,North Jason,5.36
Ford,2017,Electric,Manual,19.16,3370,212.0,1,No,West Joshua,10.6
BMW,2008,Diesel,Automatic,21.51,1450,308.0,4,No,New Wesley,11.43
Mahindra,2018,Electric,Manual,20.49,1236,173.0,3,No,Heidimouth,10.8
Ford,2005,CNG,Automatic,18.38,2588,155.0,4,No,Port Davidchester,11.0
Honda,2009,Petrol,Automatic,19.73,1113,257.0,4,No,Amberside,9.86
Toyota,2012,Diesel,Manual,20.09,818,62.0,4,Yes,New Jackie,12.69
Kia,2016,Petrol,Automatic,22.35,1983,208.0,1,Yes,Morrishaven,-1.09
Hyundai,2006,CNG,Manual,24.94,1617,170.0,2,,South Annette,11.41
Hyundai,2016,Diesel,Manual,,921,79.0,2,Yes,West Anthony,15.9
Toyota,2009,Electric,Manual,20.11,2919,262.0,2,No,Christopherview,5.51
Kia,2009,Diesel,Automatic,17.11,1878,241.0,4,No,Jennifermouth,5.07
Toyota,2017,Petrol,Automatic,16.63,3307,286.0,3,Yes,Lake Jesse,13.15
Honda,2013,Diesel,Manual,15.1,968,135.0,4,No,West Tonyaburgh,4.29
Ford,2014,CNG,Automatic,5.2,3429,282.0,4,Yes,Lake Thomas,5.33
Mahindra,2005,CNG,Automatic,14.64,1972,95.0,3,No,Lake Mollyfurt,8.68
Hyundai,2007,Diesel,Automatic,17.31,1428,149.0,2,No,Leemouth,4.8
Honda,2022,CNG,Automatic,16.77,825,88.0,2,No,Lake Michaelview,11.5
Ford,2016,CNG,Automatic,19.83,2071,235.0,2,No,Carterburgh,4.84
Honda,2007,CNG,Manual,14.78,2746,279.0,4,No,North Eugenemouth,9.44
Kia,2013,Electric,Automatic,,2529,195.0,4,No,Kylemouth,9.14
Hyundai,2006,Petrol,Automatic,9.55,2656,234.0,1,No,Kristopherbury,14.66
Mahindra,2007,CNG,Manual,19.89,1833,185.0,2,Yes,Sullivanland,12.66
Toyota,2018,Diesel,Automatic,14.45,1918,230.0,4,Yes,Callahanmouth,5.88
Toyota,2008,CNG,Automatic,15.14,2968,,1,No,Callahanport,2.94
Ford,2023,Electric,Automatic,20.26,925,,4,Yes,Lake Natasha,11.35
Mahindra,2017,Diesel,Manual,14.47,3396,159.0,4,Yes,East Kristytown,5.39
BMW,2011,Petrol,Automatic,19.52,1892,89.0,2,Yes,Garciaton,6.66
Kia,2016,Diesel,Automatic,13.17,3144,192.0,3,Yes,Port Jeffreyville,3.76
Ford,2007,Diesel,Manual,17.92,1485,198.0,4,Yes,Davidfort,10.72
BMW,2013,Diesel,Manual,15.56,1772,250.0,4,No,Ericstad,5.41
Honda,2006,Diesel,Automatic,16.93,1434,246.0,4,No,East Walter,7.86
Kia,2013,CNG,Manual,24.05,3229,199.0,2,No,East Sarah,7.92
Honda,2016,Petrol,Manual,11.44,2807,296.0,4,Yes,Allisonport,8.73
Mahindra,2016,CNG,Manual,23.69,1850,259.0,1,,Coreyview,10.65
Hyundai,2019,Electric,Automatic,14.32,1504,139.0,2,No,New Gregory,7.03
Kia,2006,Electric,Automatic,21.48,3344,318.0,1,Yes,Lake Melanie,5.03
BMW,2022,Diesel,Manual,22.27,1506,160.0,2,No,West Amyport,0.56
Hyundai,2017,CNG,Manual,19.72,2431,91.0,4,No,Port Nicole,8.41
Toyota,2018,CNG,Manual,13.13,2827,,4,Yes,Heatherhaven,7.37
BMW,2009,Petrol,Manual,19.09,2968,114.0,1,Yes,Morrisville,5.16
Ford,2014,Petrol,Automatic,28.24,2808,77.0,1,Yes,Clarkhaven,8.25
Toyota,2016,Petrol,Manual,18.04,1425,180.0,2,No,Richardschester,11.42
Toyota,2014,CNG,Automatic,17.6,1325,169.0,2,No,Mooreport,12.45
Ford,2015,Petrol,Manual,17.21,2397,120.0,3,No,Lake Jennahaven,1.86
Kia,2006,Petrol,Automatic,20.06,1866,186.0,3,No,East Robert,6.56
Toyota,2009,Petrol,Automatic,17.65,2746,196.0,3,Yes,Port Timothytown,11.84
Mahindra,2011,Diesel,Manual,19.14,895,137.0,4,No,Port Crystal,14.38
BMW,2010,Electric,Automatic,16.83,2874,,1,Yes,Prestonbury,4.73
Hyundai,2007,Electric,Automatic,13.86,1635,243.0,1,No,Foxland,13.51
Toyota,2017,CNG,Automatic,27.29,2718,148.0,3,No,Mathisport,2.6
BMW,2007,CNG,Manual,17.61,2065,288.0,3,No,New Brenda,12.59
Honda,2010,Diesel,Automatic,30.79,3334,123.0,2,No,West Jorgeside,6.87
BMW,2015,Electric,Automatic,19.7,2794,114.0,3,No,Conniebury,14.25
Hyundai,2021,Petrol,Manual,20.4,1039,247.0,1,No,Perkinsland,6.14
BMW,2014,Petrol,Manual,16.76,2127,250.0,2,Yes,Port Davidshire,6.76
Ford,2016,CNG,Automatic,15.63,2914,154.0,3,No,New Robert,7.47
Hyundai,2021,Electric,Automatic,16.85,1942,149.0,4,Yes,Lake Richard,1.85
Kia,2008,CNG,Manual,14.67,2215,306.0,3,Yes,Lake Melissaborough,0.95
Honda,2006,CNG,Manual,14.3,3078,134.0,4,No,Loriport,10.04
Ford,2015,Petrol,Automatic,25.14,3198,121.0,3,No,Karenstad,11.95
Kia,2011,Petrol,Automatic,21.2,1560,281.0,2,No,East Jenniferborough,10.43
BMW,2006,Electric,Manual,,2352,180.0,4,Yes,Zacharyfort,2.98
Hyundai,2022,CNG,Manual,22.5,1662,87.0,4,Yes,Lopezburgh,9.92
Honda,2008,Diesel,Automatic,15.59,1955,82.0,2,Yes,New Sherry,4.04
Ford,2012,Electric,Automatic,11.84,1156,158.0,4,Yes,Kimberlymouth,9.63
Kia,2018,CNG,Manual,16.16,2471,169.0,2,,East Hannahside,12.53
Kia,2016,Electric,Automatic,18.37,2128,,3,Yes,Tracyview,9.47
Honda,2022,Electric,Automatic,22.58,1829,165.0,2,Yes,Mcguireborough,13.87
Mahindra,2015,Electric,Automatic,17.78,3176,,2,Yes,Chanmouth,7.4
BMW,2012,Diesel,Automatic,29.87,2791,316.0,2,Yes,Diazmouth,7.13
Honda,2006,Diesel,Manual,16.27,3185,203.0,2,No,Williamston,8.27
Kia,2019,Petrol,Manual,,1681,84.0,1,No,Garnerport,2.63
Toyota,2013,Petrol,Automatic,15.61,1338,121.0,4,No,Conleyfort,6.39
Ford,2023,CNG,Automatic,19.63,1536,289.0,3,No,Lake Laura,6.74
Honda,2012,Electric,Automatic,17.5,2657,141.0,2,No,Jacquelinefurt,6.86
Mahindra,2023,CNG,Automatic,17.01,2330,270.0,1,Yes,New Misty,9.07
Kia,2009,Petrol,Manual,15.52,2569,256.0,1,Yes,Bradleyton,2.08
BMW,2015,Diesel,Automatic,18.59,1242,257.0,3,Yes,Schmidtberg,3.42
Kia,2019,Petrol,Automatic,21.34,1723,221.0,4,Yes,New Davidport,12.53
BMW,2012,CNG,Manual,14.1,2898,267.0,3,Yes,West Jeffreyton,-0.03
Honda,2023,Petrol,Manual,17.81,2996,103.0,2,No,South Josephmouth,10.47
BMW,2012,CNG,Automatic,19.97,2750,280.0,4,Yes,Christophertown,6.51
Hyundai,2023,CNG,Manual,20.73,2410,205.0,4,No,Lake Gregory,8.64
Hyundai,2022,CNG,Manual,25.45,2641,128.0,3,No,Hansonhaven,14.23
Hyundai,2014,CNG,Automatic,20.31,1167,199.0,3,No,North Thomaston,7.48
Mahindra,2011,Petrol,Automatic,16.4,1379,69.0,4,Yes,Gilbertfort,10.5
Mahindra,2013,CNG,Manual,15.73,2570,170.0,3,Yes,Port Carriehaven,8.23
Toyota,2005,CNG,Automatic,15.68,1455,96.0,4,Yes,Port Brettville,7.56
Mahindra,2023,Electric,Manual,15.46,2923,140.0,3,No,Yoderstad,7.07
Honda,2009,CNG,Manual,18.86,1026,155.0,4,No,Lake Bethanyport,10.8
Kia,2023,Petrol,Manual,19.68,1758,114.0,2,Yes,East Michael,5.07
Kia,2005,CNG,Automatic,21.3,1391,191.0,1,No,Eatonland,3.47
Toyota,2019,Diesel,Automatic,20.66,823,282.0,3,No,Brianside,8.3
Mahindra,2020,Diesel,Manual,22.98,2562,122.0,4,No,Bonnieberg,8.77
BMW,2011,CNG,Manual,15.32,2875,71.0,1,Yes,Micheleton,0.7
Toyota,2016,Diesel,Automatic,24.55,2968,205.0,1,No,Jessicaburgh,7.96
BMW,2012,Diesel,Manual,15.48,2313,91.0,1,Yes,Jessicahaven,3.09
BMW,2009,Petrol,Manual,19.39,1652,108.0,3,Yes,Port Larrybury,10.51
Ford,2014,Electric,Automatic,17.22,3471,246.0,3,No,Port Angela,0.79
Kia,2009,Diesel,Automatic,17.9,2168,158.0,2,No,Bowmanbury,15.7
Hyundai,2021,Diesel,Automatic,20.69,2822,226.0,3,No,Rodriguezville,6.65
Mahindra,2009,Electric,Automatic,12.25,2878,272.0,3,Yes,Frazierstad,4.54
BMW,2019,Electric,Manual,14.68,2478,,3,Yes,Melissaside,6.87
Ford,2017,Diesel,Automatic,21.0,849,305.0,1,,Lake Allison,10.23
Kia,2005,CNG,Automatic,17.99,2715,213.0,2,No,New Laura,11.56
Hyundai,2015,Diesel,Manual,16.97,3236,155.0,1,Yes,Alvareztown,6.9
BMW,2005,CNG,Manual,13.52,2604,122.0,2,No,Robersonfort,2.25
BMW,2015,CNG,Manual,17.0,2530,253.0,3,Yes,Whiteberg,3.15
Toyota,2022,CNG,Automatic,20.72,2589,149.0,4,No,Jessicaside,9.15
Toyota,2022,Electric,Manual,15.75,1814,144.0,3,No,Nicholeton,11.95
Kia,2020,Diesel,Automatic,23.46,3322,95.0,1,No,Ashleychester,12.47
Hyundai,2017,Diesel,Manual,22.31,3450,77.0,1,Yes,Lake Patrickville,8.67
BMW,2011,Petrol,Automatic,16.6,1829,136.0,1,No,West Philipport,11.87
Kia,2005,Electric,Manual,15.62,1211,108.0,2,No,Donaldburgh,15.65
Kia,2020,Petrol,Automatic,6.94,2781,295.0,1,Yes,Danaton,12.76
Honda,2005,Petrol,Automatic,13.69,1461,103.0,4,Yes,East Christopher,11.69
Mahindra,2021,CNG,Manual,13.45,2147,168.0,4,Yes,New Jefferyfurt,4.77
Toyota,2010,Electric,Manual,12.28,2105,188.0,3,Yes,East Markside,11.85
Hyundai,2006,Petrol,Automatic,17.86,990,66.0,2,,Brockborough,9.84
BMW,2021,Diesel,Manual,19.25,1384,171.0,2,Yes,Austinfurt,10.6
Kia,2010,Petrol,Automatic,25.26,1758,272.0,3,Yes,Elizabethmouth,13.04
BMW,2018,Electric,Automatic,18.27,2653,125.0,1,Yes,Lake Ann,9.43
Honda,2022,Diesel,Automatic,9.87,1299,90.0,1,No,Leemouth,7.59
Hyundai,2010,Diesel,Manual,15.01,1379,73.0,3,No,Barnettberg,3.72
Kia,2014,Diesel,Automatic,20.44,1615,117.0,3,No,East Rachelview,6.81
BMW,2022,CNG,Automatic,17.67,2276,301.0,3,No,West Thomasshire,8.85
Toyota,2013,Diesel,Automatic,21.43,2316,307.0,3,Yes,West Heatherport,9.11
Mahindra,2012,CNG,Automatic,15.95,2469,157.0,2,,Port Eric,8.98
Honda,2014,CNG,Manual,22.61,2837,221.0,2,Yes,Port Jacqueline,11.84
Hyundai,2021,Petrol,Manual,18.98,2130,306.0,1,Yes,Shawnstad,11.46
Honda,2010,Petrol,Automatic,,1579,63.0,2,Yes,Lake Phillip,7.75
Toyota,2018,Diesel,Manual,18.6,1949,104.0,2,No,Port Katherinefort,4.61
Hyundai,2010,Electric,Manual,14.94,3112,270.0,2,No,Jacobville,9.53
Honda,2011,Diesel,Automatic,17.77,806,303.0,3,Yes,Julianchester,16.99
Ford,2016,Petrol,Manual,19.18,2236,262.0,2,No,Reedland,9.28
Toyota,2007,Diesel,Manual,12.4,1494,262.0,1,Yes,Lake Joseph,6.82
Toyota,2018,Petrol,Manual,18.32,1791,86.0,2,Yes,Whitemouth,10.14
Toyota,2023,Diesel,Manual,22.86,2266,177.0,3,No,Port Logan,10.38
Ford,2020,Electric,Manual,19.74,2775,285.0,2,No,South Cherylton,10.34
Ford,2011,Diesel,Manual,23.47,1547,264.0,4,Yes,Lake Brandifurt,13.49
BMW,2012,Electric,Automatic,19.63,945,306.0,1,No,New Rebeccaburgh,9.54
Kia,2022,Electric,Manual,14.41,3088,108.0,2,,Pearsontown,13.3
Mahindra,2017,Diesel,Automatic,21.16,1656,312.0,1,Yes,Murphyhaven,8.92
Honda,2013,Electric,Automatic,13.44,1086,137.0,3,No,South Maryfort,14.05
BMW,2014,Electric,Automatic,17.17,1751,316.0,1,Yes,New Melissatown,12.83
Honda,2013,Petrol,Manual,16.9,825,179.0,4,Yes,East Jeremiah,11.69
Mahindra,2019,Petrol,Manual,15.29,1251,94.0,4,No,West Kaitlinmouth,11.16
Kia,2006,Electric,Automatic,27.52,2953,202.0,1,Yes,Mcintoshchester,17.21
Ford,2017,CNG,Automatic,17.71,1039,256.0,3,Yes,Fernandezport,12.31
Kia,2006,Diesel,Automatic,25.24,1131,319.0,1,No,Robertsfort,4.6
Ford,2023,Electric,Manual,19.37,2714,143.0,2,No,Alisonville,8.98
Mahindra,2006,Diesel,Manual,14.72,1865,251.0,2,No,Armstrongville,6.94
Kia,2007,Petrol,Manual,,1444,81.0,1,Yes,Courtneymouth,16.26
BMW,2010,Diesel,Automatic,17.85,2652,83.0,2,Yes,West Gabrielleshire,13.01
Hyundai,2007,Electric,Manual,16.63,834,134.0,2,No,West Jacobton,16.13
BMW,2014,Electric,Manual,16.9,3231,,3,No,North Taramouth,4.96
Honda,2010,Electric,Automatic,20.29,1610,226.0,1,Yes,South Amanda,12.41
BMW,2020,Electric,Manual,19.46,2111,169.0,2,No,East Brianland,2.54
Mahindra,2021,CNG,Automatic,20.76,2694,149.0,1,Yes,South Lesliemouth,1.63
Toyota,2023,CNG,Manual,24.11,1856,,1,Yes,North Joseph,6.41
Honda,2007,CNG,Automatic,16.11,2942,110.0,2,No,East Eileen,14.05
Kia,2022,Electric,Manual,22.46,1004,119.0,3,Yes,Derrickside,4.03
Honda,2011,CNG,Automatic,23.57,2877,131.0,3,No,Marthamouth,7.93
Hyundai,2013,Diesel,Manual,23.18,3113,187.0,4,Yes,Adamsville,12.76
Ford,2016,Electric,Automatic,10.96,2870,121.0,1,Yes,New Williamborough,11.39
Kia,2009,Petrol,Automatic,25.19,3456,238.0,4,Yes,South Jennifer,16.86
Honda,2007,Electric,Manual,15.45,838,87.0,3,No,Weaverport,8.01
Kia,2015,Diesel,Manual,10.64,972,299.0,2,Yes,East Scott,6.23
Kia,2008,CNG,Automatic,25.09,1559,,2,Yes,Davidshire,3.62
Kia,2009,Electric,Manual,20.05,2714,212.0,3,No,Port Josephport,6.53
Ford,2005,CNG,Automatic,20.22,1213,66.0,3,No,East Christopherburgh,3.59
Mahindra,2022,Electric,Automatic,16.67,1491,124.0,1,Yes,Makaylaville,0.81
BMW,2016,Diesel,Manual,18.73,3462,182.0,4,No,West Caseyborough,15.85
Kia,2017,Electric,Manual,17.44,3056,95.0,4,Yes,Jasmineland,8.2
Toyota,2013,CNG,Manual,15.5,821,297.0,3,Yes,South Kyle,18.37
Mahindra,2006,CNG,Automatic,18.09,2852,132.0,1,Yes,Johnview,4.64
Hyundai,2009,Diesel,Automatic,18.45,3498,89.0,2,Yes,South Jonathanmouth,6.28
Ford,2017,Electric,Manual,12.71,1013,286.0,3,Yes,North Petermouth,4.9
Honda,2020,Petrol,Automatic,18.22,2495,64.0,4,Yes,Armstrongtown,5.44
Ford,2020,Electric,Automatic,10.85,1719,124.0,1,No,Fergusonstad,11.49
Honda,2007,Diesel,Manual,25.68,1706,294.0,1,Yes,New Robertchester,10.27
Ford,2008,Petrol,Automatic,17.59,1599,174.0,1,Yes,South Kevin,11.5
Honda,2015,Diesel,Automatic,13.71,3164,305.0,4,No,Port Jenniferfurt,13.37
Kia,2018,Electric,Automatic,20.05,1592,76.0,1,Yes,New Monicaton,12.43
BMW,2007,Petrol,Manual,15.01,1375,96.0,2,Yes,Amyfurt,3.97
Honda,2020,Diesel,Manual,17.88,2527,278.0,4,Yes,New Matthewchester,5.9
Honda,2019,CNG,Automatic,19.82,2247,196.0,3,Yes,Lake Javier,8.49
Toyota,2014,Petrol,Manual,13.93,890,305.0,1,No,Lake Kelly,22.91
Honda,2013,Petrol,Automatic,25.8,1865,97.0,4,Yes,Lake Briana,11.09
Toyota,2015,Diesel,Manual,26.18,1560,310.0,3,,West Krista,8.43
Hyundai,2020,CNG,Automatic,15.9,1569,112.0,3,No,Villarrealmouth,10.69
Kia,2014,Petrol,Automatic,13.51,2160,262.0,2,No,South Michael,5.59
Toyota,2021,Diesel,Automatic,15.88,2848,108.0,3,Yes,Port Daniel,9.05
BMW,2023,Petrol,Automatic,16.09,2956,181.0,2,Yes,East Leonard,11.82
Mahindra,2006,Petrol,Manual,22.44,2802,75.0,4,No,North Randy,7.88
Kia,2006,Petrol,Automatic,15.95,1887,295.0,2,No,North Lucas,4.97
Toyota,2010,CNG,Automatic,13.35,1005,180.0,4,Yes,Munozton,7.69
Kia,2023,Electric,Manual,18.41,3437,198.0,4,Yes,West Susanmouth,6.72
Kia,2012,Electric,Manual,12.04,1422,146.0,1,Yes,South Amber,2.57
Kia,2007,CNG,Automatic,22.27,2477,189.0,2,Yes,South James,5.71
Hyundai,2018,CNG,Automatic,20.4,2351,311.0,4,Yes,Nicolefort,2.43
BMW,2020,Diesel,Manual,15.6,2671,106.0,1,No,West James,3.05
Ford,2005,Petrol,Automatic,16.04,878,138.0,2,No,Melanieton,3.44
Ford,2007,CNG,Automatic,18.99,3262,278.0,2,No,Johnland,11.81
Toyota,2022,Diesel,Automatic,13.59,2276,170.0,3,Yes,Reedchester,13.96
Kia,2013,Electric,Automatic,14.85,1972,286.0,1,No,Lake Aliciaside,1.86
Toyota,2010,Electric,Automatic,17.1,1438,315.0,3,Yes,Ramseyport,14.32
Hyundai,2005,Electric,Automatic,12.72,2493,98.0,4,No,Port Melissa,3.49
Hyundai,2014,Electric,Automatic,16.18,1861,194.0,2,Yes,North Walterside,10.99
Honda,2010,Diesel,Automatic,13.71,3180,157.0,4,No,Barkerview,9.03
Hyundai,2016,Petrol,Automatic,23.7,3135,93.0,1,,Nunezshire,10.54
Honda,2008,Diesel,Manual,16.39,2525,127.0,2,Yes,Robertton,3.34
BMW,2017,Petrol,Manual,14.21,2441,,4,Yes,North Russellhaven,0.75
Toyota,2021,Electric,Manual,20.7,1914,258.0,2,No,East Justin,4.79
Mahindra,2012,CNG,Automatic,15.49,2689,107.0,3,No,Johnmouth,9.71
BMW,2007,CNG,Automatic,13.59,960,318.0,1,Yes,Gordonfurt,15.83
Hyundai,2016,CNG,Automatic,21.55,2225,272.0,1,Yes,North Patricia,3.88
BMW,2011,Petrol,Manual,16.71,2533,221.0,1,Yes,Jessicamouth,7.6
BMW,2016,Electric,Manual,21.36,1119,172.0,2,No,South Nicoleview,5.0
BMW,2006,Diesel,Automatic,17.94,3211,196.0,4,No,North Melissamouth,7.93
Hyundai,2018,CNG,Manual,18.52,3322,71.0,4,Yes,West Hannah,0.28
Mahindra,2009,Petrol,Manual,20.25,1565,297.0,1,No,Lake Sabrina,13.99
Kia,2013,CNG,Automatic,15.46,1401,235.0,2,Yes,Gonzalezstad,8.1
BMW,2015,Diesel,Automatic,14.76,3159,284.0,2,No,Perezchester,11.67
Honda,2009,Electric,Manual,,2355,134.0,2,Yes,South James,7.07
Hyundai,2007,Diesel,Automatic,20.32,1388,194.0,4,Yes,North Marymouth,8.76
BMW,2021,Electric,Manual,17.73,2043,141.0,1,No,Mcculloughfort,12.52
Mahindra,2006,Electric,Manual,21.18,2497,142.0,4,Yes,Port Jonathonborough,8.53
Kia,2005,Electric,Manual,20.16,2320,201.0,3,Yes,Adamfurt,8.67
Hyundai,2011,CNG,Automatic,21.77,3190,268.0,2,No,East Christopherburgh,4.82
Ford,2018,Diesel,Manual,13.43,1705,274.0,3,No,Marktown,5.86
Kia,2009,CNG,Manual,17.74,2450,314.0,1,No,Port Lindastad,3.95
Honda,2023,Diesel,Automatic,,1917,247.0,1,No,Hollandchester,5.05
BMW,2015,Petrol,Automatic,,2324,306.0,4,,Cathyport,13.0
Mahindra,2006,Petrol,Manual,15.86,971,314.0,1,Yes,Pottshaven,15.23
Ford,2012,Diesel,Automatic,18.64,1425,221.0,1,Yes,Michaelhaven,3.01
Mahindra,2013,Diesel,Automatic,18.08,2845,226.0,4,Yes,Port Ryantown,9.58
Ford,2007,Diesel,Manual,13.02,1481,137.0,4,Yes,New Tracymouth,6.73
Hyundai,2006,Diesel,Automatic,16.85,2144,234.0,4,No,Scottbury,13.59
Ford,2011,Electric,Manual,11.69,2783,79.0,4,No,Port Heather,8.54
Honda,2009,CNG,Automatic,17.33,1110,155.0,1,Yes,South Jackiefort,7.97
Honda,2009,Electric,Automatic,13.85,2735,239.0,3,No,Jenkinsberg,5.02
Toyota,2017,CNG,Manual,18.68,3277,154.0,4,No,Davisville,1.87
Honda,2010,CNG,Manual,16.76,2785,130.0,1,No,Davidhaven,11.04
Kia,2022,CNG,Automatic,16.7,2323,249.0,1,No,West Jamesfurt,9.41
Ford,2006,Electric,Automatic,24.21,1084,191.0,1,No,Whiteheadhaven,9.51
Honda,2010,Diesel,Automatic,18.28,2083,198.0,1,Yes,West Bryan,5.6
Hyundai,2013,Electric,Manual,25.51,3342,161.0,1,No,Hodgefort,7.42
Mahindra,2007,Electric,Automatic,19.79,1154,88.0,4,Yes,South Christina,11.16
Mahindra,2005,CNG,Manual,21.26,3061,77.0,4,Yes,Stephenton,11.93
Toyota,2005,Petrol,Automatic,14.52,999,303.0,2,Yes,Hollyfurt,3.29
Mahindra,2023,Petrol,Automatic,15.23,2983,234.0,2,Yes,Ramseychester,5.47
Ford,2009,Electric,Automatic,18.07,2713,148.0,4,Yes,Paulfurt,2.44
Toyota,2017,CNG,Automatic,22.85,1747,79.0,4,No,Jacksonstad,8.81
Ford,2023,Electric,Automatic,16.55,3475,77.0,4,Yes,Haleychester,11.54
Hyundai,2016,Electric,Manual,12.27,1716,97.0,3,Yes,Changton,6.89
Toyota,2020,Diesel,Manual,19.59,2164,148.0,4,Yes,New Hailey,5.35
BMW,2023,CNG,Manual,18.26,2652,209.0,1,No,Port Luistown,6.66
Kia,2007,Petrol,Automatic,15.8,1141,263.0,3,No,Lindsayville,17.23
Kia,2016,Petrol,Manual,16.51,1187,292.0,3,No,Seanfurt,12.77
Ford,2009,Petrol,Manual,14.52,803,163.0,1,No,North Becky,10.92
Mahindra,2006,Electric,Automatic,21.7,1476,170.0,1,Yes,Johnside,9.28
BMW,2011,CNG,Automatic,18.09,2462,284.0,2,Yes,Christopherfort,7.95
Toyota,2017,Diesel,Manual,18.96,3246,280.0,1,Yes,East Davidton,4.37
BMW,2019,Petrol,Manual,15.61,3258,85.0,4,Yes,Lake David,3.75
BMW,2007,CNG,Manual,23.34,1012,123.0,4,Yes,Jeffreyfurt,5.73
Mahindra,2009,Petrol,Manual,18.88,1359,313.0,2,No,New Adrianside,4.18
Toyota,2012,Diesel,Manual,9.44,1357,308.0,3,Yes,Jamesborough,5.57
Hyundai,2005,CNG,Manual,19.84,3405,283.0,3,No,North Richardstad,7.59
Mahindra,2012,Electric,Manual,,3349,190.0,2,Yes,Davidland,7.9
BMW,2022,Electric,Automatic,17.34,3491,89.0,4,No,North Brandonchester,5.52
BMW,2020,Petrol,Manual,21.97,2794,69.0,2,No,Port Annette,9.98
Hyundai,2022,Petrol,Automatic,,3378,148.0,4,No,Rodriguezland,7.24
BMW,2016,CNG,Automatic,24.85,1752,,4,Yes,Montoyafort,8.86
BMW,2017,Diesel,Automatic,18.42,1274,186.0,1,No,South Danielleborough,5.02
BMW,2017,Petrol,Manual,16.13,2567,245.0,2,Yes,Hunterton,10.77
Kia,2014,CNG,Manual,10.75,841,183.0,2,Yes,South Mason,5.86
Mahindra,2011,Diesel,Automatic,15.13,3451,166.0,4,No,Walterfort,14.43
Honda,2018,Petrol,Manual,16.71,2895,65.0,4,No,Sheilaberg,7.1
Mahindra,2020,Petrol,Manual,23.87,2786,110.0,1,No,Harrisberg,7.62
Hyundai,2019,CNG,Automatic,16.16,1527,195.0,4,No,Garciabury,10.37
BMW,2016,Petrol,Manual,24.57,3068,61.0,4,Yes,South John,11.25
Mahindra,2013,Electric,Automatic,13.41,2444,77.0,3,Yes,Armstrongmouth,11.68
Kia,2012,Diesel,Automatic,14.91,1739,308.0,2,Yes,North Garyville,15.1
Hyundai,2022,Diesel,Automatic,22.51,1142,244.0,1,No,Amandatown,10.65
Ford,2022,Electric,Automatic,15.62,3002,281.0,1,No,Powellside,7.73
Mahindra,2017,CNG,Manual,,1640,287.0,4,No,Stephenshire,5.88
Ford,2022,Electric,Automatic,14.69,2827,,2,No,North Mark,7.46
BMW,2019,Electric,Manual,15.1,3234,269.0,3,Yes,Nelsonhaven,13.94
Kia,2008,Diesel,Manual,20.57,1693,131.0,1,Yes,East Jacqueline,2.45
Kia,2021,CNG,Manual,14.75,2732,,4,Yes,Hannahview,4.72
Mahindra,2009,Petrol,Manual,16.9,2138,64.0,2,No,West Samuel,7.12
Hyundai,2020,Electric,Automatic,19.58,837,66.0,3,No,New Erin,4.67
Hyundai,2013,Electric,Automatic,16.99,2164,80.0,2,No,Port Alisonberg,6.36
Kia,2014,CNG,Automatic,15.75,1650,96.0,1,No,Walkerport,15.22
Hyundai,2022,Electric,Automatic,13.17,1030,232.0,4,No,Darrenmouth,6.81
Kia,2021,CNG,Automatic,23.8,3299,121.0,4,Yes,Johnfurt,9.65
Mahindra,2022,Petrol,Manual,24.54,2165,265.0,1,No,Jamesside,1.37
Honda,2011,CNG,Automatic,19.32,3104,160.0,1,Yes,South Robertbury,3.59
Kia,2008,Petrol,Manual,17.07,3281,178.0,2,No,Rodriguezfurt,11.73
Ford,2009,CNG,Manual,17.29,1008,238.0,1,Yes,North Michellechester,14.67
Hyundai,2020,Electric,Automatic,21.33,2024,191.0,2,,North Lisafort,8.89
Kia,2007,Petrol,Manual,22.13,2984,134.0,4,No,Justinmouth,6.78
Kia,2022,Electric,Manual,15.84,3412,104.0,3,Yes,New Lauren,9.98
Mahindra,2018,Petrol,Automatic,22.3,2883,203.0,4,No,Elizabethtown,-2.39
Hyundai,2019,CNG,Automatic,20.46,2038,196.0,4,No,East Sherri,8.92
