Machine_ID,Machine_Type,Factory_Location,Operating_Hours_Per_Day,Energy_Consumption_kWh,Production_Output_Units,Defect_Rate_Percent,Maintenance_Level,Temperature_Celsius,Worker_Count,Downtime_Hours_Per_Month,Shift_Type,Last_Service_Date,Supervisor_Name,Efficiency_Score
MCH-3762,3D Printer,Ahmedabad,11,920.4,1872,3.26,High,38.5,25,4.1,Morning,2023-12-15,Candice,104.9
MCH-3763,Robotic Arm,Ahmedabad,11,1370.32,785,3.77,Low,33.4,29,4.0,Evening,2023-10-08,Cynthia,94.24
MCH-3764,Packaging Unit,Rajkot,16,525.89,336,13.13,Medium,18.3,15,3.5,Morning,2023-07-06,Jake,73.34
MCH-3765,3D Printer,Ahmedabad,5,808.79,930,7.78,Low,29.4,4,4.7,Evening,2024-12-13,Antonio,87.74
MCH-3766,Laser Cutter,Pune,18,175.51,1062,1.8,High,26.2,2,5.1,Night,2025-03-01,Stephen,101.43
MCH-3767,CNC,Ahmedabad,11,328.4,704,9.41,Medium,40.4,25,2.5,Night,2024-10-27,,84.83
MCH-3768,Packaging Unit,Ahmedabad,21,876.29,915,8.38,High,28.7,18,1.5,Night,2024-06-12,John,88.56
MCH-3769,Packaging Unit,Pune,6,340.24,1484,5.77,High,31.7,17,0.4,Evening,2022-10-07,Elizabeth,100.06
MCH-3770,Packaging Unit,Ahmedabad,10,748.61,410,12.26,High,26.5,10,9.8,Evening,2023-06-06,Ralph,70.97
MCH-3771,CNC,Surat,8,261.0,491,11.21,Medium,32.6,2,9.1,Evening,2022-08-30,Lawrence,74.93
MCH-3772,CNC,Rajkot,13,778.77,109,1.88,Medium,28.7,18,2.0,Evening,2024-04-27,Katie,94.64
MCH-3773,CNC,Vadodara,14,926.01,1137,11.2,High,26.6,20,2.5,Morning,2024-11-14,Melissa,84.0
MCH-3774,Robotic Arm,Vadodara,13,754.89,486,2.31,High,26.4,7,5.4,Evening,2022-07-12,Christopher,94.57
MCH-3775,Laser Cutter,Pune,22,854.7,1351,11.62,Low,36.2,13,0.9,Morning,2022-12-15,Cory,86.17
MCH-3776,Robotic Arm,Surat,23,791.62,1141,14.61,Low,27.9,18,4.8,Night,2024-08-12,Jessica,75.8
MCH-3777,CNC,Pune,17,413.95,1336,0.42,,38.5,19,17.9,Morning,2022-01-12,Gregory,97.17
MCH-3778,3D Printer,Vadodara,23,563.13,654,7.55,Medium,30.3,13,6.4,Morning,2023-04-12,Jenny,85.07
MCH-3779,Laser Cutter,Ahmedabad,21,706.55,1476,1.54,High,24.4,25,5.1,Night,2023-09-14,Kristin,104.64
MCH-3780,Robotic Arm,Ahmedabad,22,365.37,865,0.89,Low,36.9,18,6.3,Morning,2024-01-23,Eric,100.5
MCH-3781,Packaging Unit,Pune,14,159.0,741,4.19,Medium,26.7,4,12.6,Night,2023-12-11,Lauren,88.75
MCH-3782,Laser Cutter,Surat,12,312.97,743,4.88,Medium,25.5,9,1.4,Evening,2024-03-21,Jonathon,95.0
MCH-3783,Laser Cutter,Rajkot,13,631.34,630,9.05,Low,29.9,23,2.7,Evening,2022-02-09,Sara,84.36
MCH-3784,Laser Cutter,Rajkot,8,994.11,703,8.11,Low,26.9,20,7.6,Night,2023-01-24,Monica,82.9
MCH-3785,Robotic Arm,Surat,11,913.31,1279,4.2,Medium,30.3,25,3.8,Night,2022-07-04,Jake,98.29
MCH-3786,Packaging Unit,Ahmedabad,13,908.39,960,3.04,Medium,19.5,15,2.0,Night,2023-02-14,Gregory,99.22
MCH-3787,Packaging Unit,Pune,8,1248.27,1928,9.61,Low,39.4,4,2.4,Morning,2023-07-03,Ryan,93.38
MCH-3788,Robotic Arm,Pune,20,547.87,1518,0.26,Medium,28.5,5,9.8,Evening,2022-04-28,Mallory,104.49
MCH-3789,Laser Cutter,Vadodara,10,287.2,1446,5.33,High,41.0,20,8.5,Morning,2024-12-05,Renee,95.03
MCH-3790,Packaging Unit,Vadodara,6,1337.49,1809,12.78,Medium,26.4,28,1.4,Evening,2024-08-31,Jonathan,86.62
MCH-3791,Robotic Arm,Vadodara,15,595.62,1532,1.6,Low,36.6,7,1.5,Evening,2024-06-19,Larry,107.67
MCH-3792,Packaging Unit,Ahmedabad,10,301.02,1352,3.98,Low,27.0,9,9.8,Evening,2022-02-20,Phillip,96.02
MCH-3793,Laser Cutter,Ahmedabad,18,510.56,1142,7.07,High,21.8,6,3.7,Night,2023-01-27,Regina,92.06
MCH-3794,Robotic Arm,Ahmedabad,14,713.21,983,13.92,Low,38.2,10,16.3,Evening,2022-12-19,Craig,67.92
MCH-3795,Robotic Arm,Rajkot,12,697.98,1724,11.46,Low,35.5,17,3.3,Morning,2024-03-03,Diane,88.14
MCH-3796,Robotic Arm,Pune,4,941.41,857,9.06,High,34.4,26,16.7,Night,2024-03-13,Nicholas,75.99
MCH-3797,3D Printer,Rajkot,15,336.36,582,11.05,Medium,32.3,28,14.7,Evening,2024-08-08,Karen,71.98
MCH-3798,Packaging Unit,Ahmedabad,15,785.73,1735,1.5,Medium,,28,8.3,Morning,2024-10-25,Roberta,104.53
MCH-3799,Packaging Unit,Pune,22,635.63,1090,14.11,Low,30.0,29,25.8,Night,2025-01-02,Kathleen,61.9
MCH-3800,CNC,Vadodara,11,2174.3,879,6.31,Medium,28.0,25,12.1,Night,2024-02-23,Keith,83.13
MCH-3801,Packaging Unit,Vadodara,17,451.76,1600,1.98,Medium,35.0,10,0.1,Morning,2023-01-21,Adam,108.66
MCH-3802,Robotic Arm,Ahmedabad,6,777.2,1059,7.36,Medium,34.2,25,6.5,Morning,2024-05-09,Michael,88.44
MCH-3803,Robotic Arm,Surat,20,512.65,622,4.4,Medium,23.0,10,8.3,Evening,2024-03-26,Kimberly,89.84
MCH-3804,Robotic Arm,Pune,17,600.85,782,1.96,High,26.3,25,11.2,Evening,2022-10-29,Melissa,93.9
MCH-3805,Robotic Arm,Ahmedabad,15,818.35,496,9.63,Medium,31.6,5,9.9,Morning,2023-05-24,Margaret,76.77
MCH-3806,CNC,Vadodara,16,393.25,1111,6.99,Low,29.6,9,1.5,Morning,2023-03-05,Danielle,93.67
MCH-3807,Packaging Unit,Surat,19,544.69,437,2.51,Low,27.0,11,4.5,Evening,2025-03-16,Robert,94.69
MCH-3808,Packaging Unit,Vadodara,19,,1620,8.96,Low,27.5,14,3.3,Evening,2025-02-12,Stephen,92.42
MCH-3809,3D Printer,Vadodara,16,1236.23,1722,12.74,Medium,37.2,7,3.6,Evening,2025-03-03,Stacie,84.58
MCH-3810,Packaging Unit,Rajkot,11,862.11,419,5.2,Low,37.0,8,15.9,Morning,2023-01-26,Kelly,80.73
MCH-3811,3D Printer,Surat,6,297.36,603,13.35,Low,36.3,21,3.1,Night,2024-05-15,Troy,75.73
MCH-3812,Laser Cutter,Ahmedabad,10,686.92,1836,5.31,Medium,27.6,10,0.5,Night,2024-12-21,Christopher,103.35
MCH-3813,Robotic Arm,Pune,5,908.92,68,8.69,Medium,25.5,6,1.0,Evening,2023-05-24,Tina,81.19
MCH-3814,Packaging Unit,Rajkot,17,1239.66,1882,14.87,Medium,18.4,5,12.9,Evening,2023-12-14,Lindsey,75.14
MCH-3815,3D Printer,Ahmedabad,23,386.39,1574,8.08,High,27.6,18,3.6,Night,2023-02-09,Dana,93.88
MCH-3816,Packaging Unit,Pune,22,694.27,573,2.23,,,6,7.2,Night,2025-02-14,,94.28
MCH-3817,Packaging Unit,Surat,14,1176.24,1179,12.79,Low,24.3,27,9.7,Night,2022-11-13,Nathan,75.77
MCH-3818,Laser Cutter,Pune,10,1034.21,1487,12.76,HIGH,23.9,7,2.9,Evening,2024-03-05,Katie,83.36
MCH-3819,Packaging Unit,Ahmedabad,11,1370.05,1619,5.94,Low,25.6,9,13.9,Night,2022-06-13,Matthew,89.92
MCH-3820,Laser Cutter,Rajkot,14,912.63,1594,0.67,Medium,26.8,28,16.4,Morning,2024-12-13,Angelica,99.16
MCH-3821,Laser Cutter,Ahmedabad,22,147.88,901,5.89,High,39.0,17,4.0,Evening,2025-02-19,John,92.72
MCH-3822,Robotic Arm,Surat,10,400.98,814,0.42,Low,21.8,25,13.8,Evening,2024-07-04,John,95.71
MCH-3823,,Pune,21,758.04,954,11.14,Medium,,4,9.0,Morning,2023-04-25,Kerri,78.29
MCH-3824,3D Printer,Vadodara,18,718.31,778,11.32,Low,32.5,5,0.7,Night,2022-04-20,Scott,82.33
MCH-3825,3D Printer,Ahmedabad,10,781.92,1541,14.93,Medium,25.7,18,7.3,Night,2024-07-17,John,76.75
MCH-3826,Laser Cutter,Ahmedabad,18,552.42,1002,1.5,High,24.2,24,2.6,Morning,2022-06-09,Rebecca,102.74
MCH-3827,CNC,Surat,7,430.19,604,6.62,High,30.2,29,4.1,morning,2023-10-03,Robert,88.31
MCH-3828,Laser Cutter,Pune,8,532.98,1616,0.5,Low,37.8,9,28.0,Night,2023-09-13,Crystal,92.11
MCH-3829,CNC,Surat,23,1102.34,322,11.75,Medium,38.9,9,1.2,Morning,2023-08-21,Regina,76.77
MCH-3830,Packaging Unit,Pune,6,299.42,279,14.63,High,26.3,6,9.7,Evening,2024-04-03,Joshua,65.85
MCH-3831,CNC,Rajkot,18,,400,5.15,Medium,32.0,5,9.5,Morning,2025-03-31,Victor,85.45
MCH-3832,,Ahmedabad,15,,198,8.35,,31.7,8,2.5,Evening,2023-12-29,Lori,82.53
MCH-3833,3D Printer,Pune,19,1140.19,1150,1.54,High,29.6,18,36.2,Morning,2024-06-23,Matthew,79.53
MCH-3834,Laser Cutter,Ahmedabad,18,316.87,239,10.32,Medium,21.4,7,6.3,Evening,2024-03-01,William,76.49
MCH-3835,CNC,Ahmedabad,18,,114,5.5,Medium,33.7,18,3.9,Evening,2024-03-01,Michael,85.99
MCH-3836,Laser Cutter,Rajkot,11,972.25,1402,10.35,Medium,,25,1.9,Evening,2024-03-28,John,88.26
MCH-3837,Laser Cutter,Rajkot,22,920.42,1310,2.35,High,37.2,28,4.9,Night,2023-07-31,Natalie,101.47
MCH-3838,Laser Cutter,Ahmedabad,4,982.87,1243,10.45,Medium,,24,13.9,Night,2023-01-19,Cassandra,78.32
MCH-3839,Laser Cutter,Surat,10,1172.98,1643,0.78,Medium,36.8,26,16.0,Night,2024-11-21,Brian,99.26
MCH-3840,3D Printer,Ahmedabad,11,1093.16,895,2.4,Medium,25.5,14,9.4,Night,2023-07-13,Nicholas,94.52
MCH-3841,Packaging Unit,Pune,6,692.82,1403,10.52,Medium,18.3,21,9.7,Morning,2023-03-03,Donald,82.87
MCH-3842,3D Printer,Ahmedabad,16,687.64,1057,7.71,HIGH,24.5,17,10.5,Morning,2022-06-18,Ryan,85.06
MCH-3843,,Vadodara,22,351.88,437,2.35,Low,,10,3.5,Evening,2024-09-23,Martin,95.99
MCH-3844,3D Printer,Rajkot,13,384.9,1276,12.24,High,27.8,26,12.0,Evening,2023-12-10,William,77.2
MCH-3845,Robotic Arm,Ahmedabad,21,386.62,1800,1.7,Low,25.4,8,4.9,Morning,2022-12-14,Thomas,107.62
MCH-3846,Laser Cutter,Rajkot,16,455.06,1541,3.69,Medium,,15,1.4,Night,2024-04-30,Diana,103.83
MCH-3847,Laser Cutter,Vadodara,14,745.02,139,2.33,Low,22.3,20,3.2,Evening,2024-06-13,,93.19
MCH-3848,Robotic Arm,Ahmedabad,10,242.1,726,1.05,High,26.8,19,3.4,Evening,2024-01-29,Amy,101.22
MCH-3849,Packaging Unit,Pune,13,1065.93,1607,5.68,Low,,8,3.6,Morning,2024-02-26,William,97.99
MCH-3850,3D Printer,Vadodara,17,1677.59,445,7.34,Low,36.3,28,0.4,Evening,2023-05-07,David,86.35
MCH-3851,CNC,Pune,9,748.39,359,5.88,Medium,33.6,8,5.2,Night,2022-11-21,William,86.52
MCH-3852,Laser Cutter,Ahmedabad,7,,633,11.09,High,,6,4.4,Night,2024-12-05,Amy,79.66
MCH-3853,CNC,Surat,22,318.48,1490,7.19,High,22.7,23,5.8,Morning,2023-02-27,Gregory,93.52
MCH-3854,3D Printer,Surat,23,173.31,223,12.94,High,29.9,27,0.8,Morning,2023-06-22,Jack,75.17
MCH-3855,CNC,Rajkot,8,771.73,1114,5.07,Medium,32.8,3,11.8,morning,2024-10-29,Kimberly,89.78
MCH-3856,Laser Cutter,Pune,23,771.71,1126,2.35,Low,26.0,29,6.8,Evening,2024-02-09,Pamela,98.82
MCH-3857,3D Printer,Ahmedabad,20,1082.24,662,4.74,High,29.7,20,11.0,Night,2024-04-16,Caleb,86.79
MCH-3858,Laser Cutter,Rajkot,12,476.17,628,11.03,High,23.3,26,5.0,Evening,2025-03-10,Laura,78.99
MCH-3859,3D Printer,Surat,4,776.28,171,8.58,,36.7,12,1.3,Night,2024-10-27,Adam,82.25
MCH-3860,3D Printer,Vadodara,12,816.19,1961,12.75,High,24.6,19,4.1,Morning,2024-05-30,Lisa,86.81
MCH-3861,Packaging Unit,Rajkot,11,844.38,1458,13.09,Medium,21.2,17,5.0,Evening,2024-08-13,Michael,81.26
MCH-3862,3D Printer,Rajkot,19,1145.52,843,1.07,,37.4,19,5.5,Evening,2022-02-23,Alicia,99.4
MCH-3863,Packaging Unit,Rajkot,19,418.16,192,6.08,High,21.3,19,1.9,Morning,2023-12-12,,87.51
MCH-3864,3D Printer,Vadodara,19,1370.4,1196,7.62,Low,23.6,18,4.0,Morning,2022-11-19,Elizabeth,89.97
MCH-3865,Laser Cutter,Pune,20,1444.25,1203,4.62,High,27.1,7,9.4,Morning,2025-01-15,Samantha,92.14
MCH-3866,Robotic Arm,Vadodara,23,818.05,1426,8.03,High,17.5,7,2.6,Night,2024-12-07,Scott,92.83
MCH-3867,3D Printer,Vadodara,15,,885,9.44,Low,38.3,6,1.7,Evening,2022-08-24,James,86.86
MCH-3868,Packaging Unit,Surat,8,329.25,780,7.16,High,30.2,15,8.5,Evening,2023-11-10,Maria,85.76
MCH-3869,Laser Cutter,Ahmedabad,14,780.99,324,12.61,Medium,34.7,7,0.7,Evening,2023-06-30,Barbara,75.87
MCH-3870,3D Printer,Vadodara,5,671.77,1056,13.93,High,23.7,3,0.5,Night,2022-08-11,Kari,79.63
MCH-3871,Robotic Arm,Pune,11,1150.15,760,11.26,High,24.4,7,8.7,Evening,2022-09-21,Corey,76.08
MCH-3872,3D Printer,Rajkot,6,1001.04,803,8.32,HIGH,19.6,14,6.1,Evening,2022-12-02,Christina,84.35
MCH-3873,Robotic Arm,Vadodara,6,429.23,1679,4.36,Low,34.9,6,36.3,Night,2023-03-24,Heather,79.25
MCH-3874,Laser Cutter,Ahmedabad,18,1354.26,126,12.13,Low,29.7,12,16.0,Morning,2022-11-28,,63.66
MCH-3875,3D Printer,Pune,11,663.43,1919,13.4,Low,31.9,20,1.7,Night,2025-01-23,Patty,87.05
MCH-3876,,Vadodara,5,644.68,1902,13.85,Medium,28.4,10,2.8,Night,2022-11-16,Adam,85.27
MCH-3877,CNC,Surat,23,,370,12.04,Low,32.3,12,27.9,Night,2023-09-06,Laura,59.01
MCH-3878,3D Printer,Ahmedabad,5,1121.77,1351,14.17,Low,36.0,29,32.5,Night,2022-06-06,Aimee,58.57
MCH-3879,3D Printer,Ahmedabad,5,1183.88,1485,7.31,Low,33.9,20,1.1,Night,2022-03-14,David,95.29
MCH-3880,Robotic Arm,Vadodara,18,1156.6,1177,4.9,Low,38.2,16,12.5,Night,2024-02-18,Grant,89.61
MCH-3881,Robotic Arm,Pune,15,,1004,10.09,Medium,31.7,28,22.3,Night,2023-02-15,Vickie,71.85
MCH-3882,Laser Cutter,Ahmedabad,10,431.72,1207,10.62,Medium,23.1,6,17.5,Evening,2022-09-25,Dustin,75.95
MCH-3883,Robotic Arm,Rajkot,21,572.27,1067,10.38,Medium,31.8,9,20.2,Evening,2023-09-17,Roberta,73.17
MCH-3884,CNC,Ahmedabad,12,288.6,210,14.93,Low,24.4,12,10.3,morning,2023-08-24,Mark,64.27
MCH-3885,CNC,Surat,17,453.33,522,12.7,Low,31.5,12,1.9,morning,2022-04-03,Cynthia,76.97
MCH-3886,Laser Cutter,Pune,10,,1388,5.56,Medium,23.5,6,0.8,Evening,2022-08-22,Meghan,98.28
MCH-3887,Laser Cutter,Vadodara,22,401.57,1403,12.97,Low,,6,37.5,Night,2023-03-29,Peter,58.93
MCH-3888,Robotic Arm,Surat,13,753.28,960,4.81,Medium,22.6,25,26.1,Night,2022-01-14,Ryan,79.03
MCH-3889,Laser Cutter,Surat,21,532.71,160,5.41,Low,40.1,25,0.1,Morning,2022-07-23,Robin,89.68
MCH-3890,CNC,Rajkot,22,324.11,1961,6.45,Low,27.4,14,1.2,Morning,2022-03-17,Dawn,102.14
MCH-3891,Robotic Arm,Pune,13,713.1,712,9.44,Medium,31.7,16,4.1,Evening,2024-08-13,Ryan,83.16
MCH-3892,Packaging Unit,Ahmedabad,9,649.25,1661,1.89,Medium,29.8,16,2.4,Evening,2022-10-31,Cassandra,107.45
MCH-3893,CNC,Vadodara,16,299.53,637,0.59,High,24.0,24,1.7,morning,2025-04-02,Gregory,102.51
MCH-3894,3D Printer,Vadodara,8,391.36,1731,5.29,Medium,33.3,11,2.7,Night,2022-01-21,Darrell,101.4
MCH-3895,CNC,Ahmedabad,5,864.57,1640,14.97,Medium,23.9,14,6.4,Morning,2022-08-23,Jennifer,78.01
MCH-3896,Laser Cutter,Pune,6,445.5,448,1.48,High,41.3,27,24.2,Morning,2022-12-12,Michael,83.2
MCH-3897,Robotic Arm,Surat,8,661.74,967,10.16,Medium,30.5,26,7.1,Night,2022-11-20,Crystal,81.82
MCH-3898,CNC,Surat,5,1746.44,415,7.85,Medium,29.1,20,9.8,Evening,2022-05-20,Rachel,78.4
MCH-3899,3D Printer,Surat,19,625.06,260,7.07,Medium,25.1,3,1.6,Evening,2022-11-17,Christina,86.01
MCH-3900,Laser Cutter,Vadodara,19,711.44,767,4.81,Medium,27.0,6,10.3,Morning,2022-12-17,James,88.55
MCH-3901,3D Printer,Ahmedabad,14,,201,8.46,Low,23.8,26,23.3,Morning,2024-02-01,Rodney,67.89
MCH-3902,Laser Cutter,Pune,17,386.6,480,4.33,High,,3,2.3,Morning,2025-03-19,Crystal,93.18
MCH-3903,3D Printer,Surat,15,182.84,1035,7.68,High,37.5,21,9.9,Morning,2022-07-18,Howard,86.07
MCH-3904,3D Printer,Vadodara,23,596.22,1200,11.2,Low,21.0,21,12.5,Morning,2023-02-23,,78.0
MCH-3905,Packaging Unit,Ahmedabad,6,759.0,1000,11.38,High,29.4,5,57.3,Morning,2024-04-03,Anthony,44.38
MCH-3906,CNC,Ahmedabad,21,480.53,1361,10.39,Low,30.0,18,0.3,Morning,2023-12-26,Michael,89.67
MCH-3907,3D Printer,Vadodara,21,602.61,366,14.98,Medium,32.3,20,3.9,Morning,2024-10-06,Joseph,69.5
MCH-3908,CNC,Rajkot,15,998.01,1534,11.54,Low,38.1,3,6.3,Evening,2023-12-25,Kimberly,83.87
MCH-3909,Robotic Arm,Rajkot,7,387.25,278,6.82,High,35.6,8,1.8,Morning,2023-07-01,Joy,86.86
MCH-3910,3D Printer,Surat,13,901.93,1977,3.87,Medium,28.4,28,2.8,Morning,2023-10-29,Billy,105.49
MCH-3911,3D Printer,Vadodara,6,659.05,1806,5.51,High,33.6,16,10.5,Morning,2023-11-21,Joshua,95.74
MCH-3912,Robotic Arm,Ahmedabad,8,702.76,1754,11.87,High,31.6,22,3.5,Morning,2022-03-03,Katherine,87.42
MCH-3913,CNC,Vadodara,13,429.14,701,10.01,Medium,24.8,7,2.1,Morning,2022-01-15,Megan,83.74
MCH-3914,CNC,Vadodara,13,878.45,1311,7.82,High,46.5,19,16.1,Morning,2024-11-28,Jonathan,82.76
MCH-3915,CNC,Pune,23,1125.39,1666,1.38,High,32.9,6,3.7,Morning,2025-01-01,Dana,106.93
MCH-3916,3D Printer,Rajkot,18,619.91,726,5.82,Low,24.7,26,21.8,Evening,2023-11-28,Joshua,78.26
MCH-3917,Laser Cutter,Ahmedabad,20,822.41,587,12.51,Medium,26.4,16,2.3,Night,2022-10-01,Kenneth,77.09
MCH-3918,Packaging Unit,Rajkot,23,295.74,115,14.75,Medium,30.1,4,1.4,Evening,2023-06-08,Frank,70.06
MCH-3919,Packaging Unit,Rajkot,22,425.19,1671,14.99,High,33.5,18,5.0,Night,2023-10-19,Lorraine,79.84
MCH-3920,Packaging Unit,Surat,13,436.72,1480,11.16,Low,34.0,22,6.2,Night,2024-11-28,,85.05
MCH-3921,3D Printer,Pune,13,1079.87,214,14.98,High,32.1,26,9.9,Evening,2023-05-23,Kathleen,63.35
MCH-3922,Robotic Arm,Ahmedabad,14,391.17,1999,4.91,Low,,20,6.8,Evening,2025-01-29,Tamara,101.52
MCH-3923,3D Printer,Rajkot,7,994.44,745,3.92,Medium,33.4,20,9.8,Morning,2022-10-10,Michelle,90.09
MCH-3924,Packaging Unit,Vadodara,7,808.07,381,5.3,Low,31.9,7,3.3,Evening,2023-03-14,,89.11
MCH-3925,3D Printer,Surat,19,445.76,1261,7.42,Low,24.7,15,2.7,Night,2022-01-29,Maria,93.14
MCH-3926,CNC,Pune,11,413.82,740,12.76,High,30.4,18,10.2,Morning,2024-05-11,Christopher,72.92
MCH-3927,Robotic Arm,Rajkot,16,758.98,1494,9.98,Low,31.1,2,2.9,Morning,2023-01-25,Lindsay,89.38
MCH-3928,Robotic Arm,Pune,20,535.03,1947,8.65,HIGH,35.8,27,1.6,Night,2024-03-24,Kathleen,97.04
MCH-3929,Laser Cutter,Vadodara,4,768.77,196,0.66,Medium,37.1,4,29.2,Night,2022-01-25,Micheal,78.78
MCH-3930,CNC,Ahmedabad,16,416.01,943,5.54,Low,22.8,8,4.7,Morning,2023-03-18,Richard,92.89
MCH-3931,Packaging Unit,Vadodara,11,495.24,205,1.49,High,,22,11.3,Night,2024-03-20,Jennifer,90.11
MCH-3932,Laser Cutter,Ahmedabad,17,,135,8.03,High,21.7,29,0.6,Evening,2024-10-23,Chelsea,83.58
MCH-3933,3D Printer,Vadodara,7,1443.55,296,6.41,Medium,37.8,4,10.7,Night,2023-05-14,Aaron,80.09
MCH-3934,Laser Cutter,Pune,14,865.36,1224,1.23,High,30.1,15,6.0,Evening,2022-12-09,Bonnie,102.3
MCH-3935,Packaging Unit,Ahmedabad,21,884.97,856,3.83,Low,,22,5.9,Night,2023-04-11,,94.08
MCH-3936,Packaging Unit,Rajkot,21,481.22,1028,5.54,Medium,30.1,14,25.0,Night,2025-02-14,Bobby,79.3
MCH-3937,Robotic Arm,Surat,20,534.44,670,4.09,Low,17.1,29,6.1,Evening,2022-04-12,Paul,92.37
MCH-3938,,Pune,22,304.43,1276,9.21,Medium,,12,1.3,Morning,2023-12-03,Brandon,90.87
MCH-3939,,Vadodara,14,381.97,1089,4.57,,31.4,3,1.2,Night,2025-04-03,Andre,98.55
MCH-3940,CNC,Surat,8,996.95,1373,10.28,Medium,28.1,27,0.6,Night,2022-05-31,,89.04
MCH-3941,Laser Cutter,Surat,16,800.25,1951,0.43,Medium,32.4,23,15.2,Evening,2022-06-11,Jessica,103.62
MCH-3942,CNC,Surat,12,226.2,890,5.86,High,,16,36.3,Night,2023-05-19,Gregory,69.96
MCH-3943,Robotic Arm,Ahmedabad,18,806.24,779,2.93,HIGH,30.8,16,7.5,Night,2023-11-23,Allison,94.23
MCH-3944,CNC,Pune,11,658.55,458,7.35,High,28.6,16,8.1,Night,2023-12-13,Calvin,82.51
MCH-3945,CNC,Vadodara,13,14027.28,150,3.58,Low,31.4,16,46.2,Evening,2024-09-30,Ashley,86.2
MCH-3946,,Vadodara,7,423.51,344,0.14,High,39.8,20,22.4,Morning,2024-05-16,Rebecca,86.3
MCH-3947,CNC,Surat,19,197.77,1619,12.2,Medium,22.2,5,10.2,Night,2025-03-10,Amber,81.67
MCH-3948,3D Printer,Surat,22,378.83,1259,11.37,,16.5,18,0.1,Evening,2024-02-23,Courtney,87.14
MCH-3949,Robotic Arm,Ahmedabad,17,805.67,1471,9.16,High,38.3,5,4.4,Evening,2025-03-24,Sharon,89.71
MCH-3950,3D Printer,Surat,11,694.76,1857,13.94,High,17.5,17,0.8,Night,2023-03-16,Paul,86.04
MCH-3951,Robotic Arm,Surat,23,1007.84,1827,11.6,HIGH,36.5,5,0.6,Evening,2024-01-25,Joel,90.17
MCH-3952,3D Printer,Rajkot,10,573.96,1822,8.31,Medium,30.6,4,5.7,Evening,2023-06-08,Amanda,93.75
MCH-3953,Laser Cutter,Pune,6,1687.45,1199,3.11,Low,34.0,12,15.2,Morning,2022-06-18,Jermaine,90.72
MCH-3954,Robotic Arm,Rajkot,23,798.51,592,2.53,Medium,37.1,11,18.8,Night,2024-02-13,Dana,85.57
MCH-3955,CNC,Ahmedabad,16,803.75,1184,12.59,High,34.3,27,1.5,Night,2023-09-19,Bradley,82.49
MCH-3956,Packaging Unit,Vadodara,11,655.65,71,9.63,Low,19.9,28,4.5,Night,2024-08-23,Deanna,77.25
MCH-3957,3D Printer,Surat,6,504.49,1807,1.63,Low,30.4,19,7.9,Night,2023-10-11,Kathleen,105.55
MCH-3958,Robotic Arm,Vadodara,6,155.93,628,3.13,Medium,23.8,10,1.1,Morning,2023-08-03,Russell,97.98
MCH-3959,3D Printer,Ahmedabad,9,1433.65,1025,12.96,,32.9,29,6.0,Morning,2023-08-02,Douglas,76.37
MCH-3960,Laser Cutter,Rajkot,22,752.19,502,6.79,Medium,29.6,14,2.9,Night,2022-04-09,Daniel,87.5
MCH-3961,3D Printer,Vadodara,20,1426.91,1535,4.83,High,26.8,28,20.5,Morning,2024-08-28,Emily,86.74
MCH-3962,Laser Cutter,Surat,14,671.97,976,9.5,Low,30.1,16,1.3,Night,2022-02-23,Michelle,87.26
MCH-3963,Laser Cutter,Vadodara,10,249.27,1009,13.47,High,32.0,29,1.6,Night,2025-02-05,Bethany,79.99
MCH-3964,CNC,Ahmedabad,13,731.33,1109,12.4,High,29.1,23,3.7,Morning,2025-01-03,Mike,80.81
MCH-3965,3D Printer,Ahmedabad,12,700.19,1474,1.49,Medium,28.8,10,2.7,Night,2022-07-04,Stephanie,106.41
MCH-3966,,Pune,8,1073.45,304,4.82,Low,28.4,15,8.5,Evening,2023-04-18,,85.41
MCH-3967,Robotic Arm,Surat,6,357.06,153,13.09,Low,33.6,28,4.4,Morning,2024-09-24,Joshua,71.5
MCH-3968,Laser Cutter,Vadodara,19,405.17,1198,11.54,HIGH,10.3,27,25.3,Night,2023-03-18,Kim,68.61
MCH-3969,CNC,Ahmedabad,12,763.82,560,11.83,Low,23.9,26,1.9,Evening,2022-06-12,Alexander,78.59
MCH-3970,3D Printer,Rajkot,9,358.05,657,2.57,Medium,41.4,17,2.2,Morning,2022-07-21,Cynthia,98.28
MCH-3971,Packaging Unit,Ahmedabad,21,288.84,1635,10.76,Medium,40.3,24,4.6,Morning,2022-03-10,Sean,88.47
MCH-3972,Laser Cutter,Vadodara,17,543.65,1509,6.99,Medium,34.0,6,17.0,Night,2022-06-15,Brianna,85.92
MCH-3973,Robotic Arm,Ahmedabad,10,738.23,1255,3.61,Low,28.3,12,0.5,Night,2022-10-22,John,101.83
MCH-3974,3D Printer,Vadodara,16,1027.02,295,2.97,Low,27.8,13,7.5,Evening,2024-02-28,David,89.8
MCH-3975,3D Printer,Rajkot,16,662.39,1363,9.88,Medium,26.0,17,3.5,Morning,2023-12-11,Michelle,88.2
MCH-3976,3D Printer,Ahmedabad,10,855.55,1756,3.88,High,43.6,2,10.4,Morning,2023-05-29,David,98.37
MCH-3977,CNC,Surat,13,1207.53,1615,3.93,,30.7,4,18.9,Evening,2025-01-20,Jason,90.64
MCH-3978,Laser Cutter,Vadodara,23,262.73,1098,12.15,Low,37.0,15,6.1,Evening,2022-03-03,Luis,80.2
